UID,ALUMINUM_UNITS,COND_UNITS,DOC_UNITS,NITRATE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PTL_UNITS,SILICA_UNITS,AMMONIA_N_RESULT,COND_RESULT,DOC_RESULT,NITRATE_N_RESULT,NITRITE_N_RESULT,NTL_RESULT,PH_RESULT,PTL_RESULT,SILICA_RESULT
6293,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.212,56930,10.65,0.641,0,1.033,7.91,112,0.231
6300,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0051,299,2.17,0.185,0.004,0.505,8.54,30,4.144
6302,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0077,465,6.91,0,0,0.838,8.69,46,2.403
6303,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0028,82.3,2.25,0.02,0,0.166,7.46,22,6.829
6318,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,587,18.9,0.05,,2.8,8.78,834,9.57
6319,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0036,458,4.63,0.019,0,1.231,8.56,231,15.175
6320,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,41.6,14.14,0.02,0,1.204,6.67,71,0.21
6321,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0032,36.8,3.18,0.019,0,0.838,7.29,61,1.755
6325,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0049,14.26,1.72,0.066,0,0.3,6.76,12,2.011
6326,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.063,23.2,2.63,0.129,0.002,0.498,6.57,32,3.914
6341,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.051,898,18.45,0.052,0,1.511,8.84,256,33.099
6342,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,628,6.1,0.032,0,0.824,8.55,43,0.468
6344,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.069,887,11.77,0.079,0,1.553,8.66,414,6.633
6345,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0096,310,17.83,0,0,2.498,7.9,483,1.427
6346,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,280,6.61,0.104,0,0.968,8.64,45,5.1
6347,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.03,296,3.84,0.09,,0.52,8.3,16,1.053
6359,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0,16.03,0.7,0.019,0,0.041,7.2,15,7.008
6361,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,880,18.96,0,0,1.348,8.63,77,1.866
6362,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.038,735,3.86,0.037,0,0.348,8.44,27,6.092
6372,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,5.00E-04,66,2.93,0,0,0.18,8.1,30,9.13
6373,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0057,85,5.29,0.019,0,1.254,7.56,158,20.298
6374,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.036,234,2.99,0.158,0,1.03,8.21,95,1.711
6381,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,69.9,9.69,0.025,0,1.923,7.87,50,4.783
6393,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,130.2,2.82,0,0,0.991,9.17,129,3.97
6394,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0088,82.6,6.44,0,0,1.099,7.69,120,3.685
6395,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,114.3,4.39,0.02,0,1.794,9.65,628,0.557
6396,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,161.7,3.85,0.027,0.001,0.379,8.09,25,1.869
6397,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,6.00E-04,45.8,2.07,0,0,0.238,7.57,37,12.746
6398,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0,19.82,1.52,0.019,0,0.115,7.15,12,3.328
6399,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0036,50.1,1.99,0.019,0,0.291,7.7,38,11.432
6400,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,24.6,1.05,0.019,0,0.094,7.24,26,10.52
6402,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,662,8,0.022,0,0.779,8.54,49,17.544
6403,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.056,436,17.68,0.001,0,1.129,8.64,25,0.239
6404,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0062,462,8.9,0,0,1.194,8.53,261,3.289
6411,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,256,2.25,0.951,0,1.373,8.41,25,2.356
6412,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,204,19.07,0,0,1.503,8.02,52,0.904
6414,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0033,73.9,2.99,0,0,0.554,7.71,212,7.28
6415,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0062,81.5,3.08,0.019,0,0.439,7.75,33,1.099
6416,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,291,13.13,0,0,4.738,9.36,493,1.49
6417,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.033,263,13.29,0,0,1.951,9.52,126,5.95
6421,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0096,383,5.84,0,0,0.628,8.52,47,6.447
6422,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.045,1060,8.93,0.021,0,0.913,8.44,35,9.862
6424,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0079,257,2.9,0.022,0,0.53,8.85,63,14.237
6427,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,6.00E-04,387,1.44,0,0,0.098,8.47,17,5.853
6428,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,247,4.39,0,0,0.775,8.11,75,3.817
6437,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0085,427,4.22,0,0,0.504,8.61,28,3.436
6438,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.006,31.6,1.83,0.02,0,0.184,7.35,37,11.368
6440,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,669,8.62,0,0,1.105,8.51,71,15.852
6444,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,3.00E-04,14.28,1.09,0.019,0,0.053,7.06,22,10.555
6445,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,1259,13.77,0,0,1.329,8.71,119,19.999
6446,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,1758,17.36,0,0,2.421,8.6,147,18.881
6447,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0031,132,4.03,0,0,0.606,8.81,60,0.744
6449,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,4200,8.25,0,0,1.258,8.55,72,1.885
6451,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.5,127,2.82,0.13,,0.96,7.5,41,6.985
6456,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,262,4.14,0,0,0.65,8.52,47,4.97
6462,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,218,7.45,0.088,0.004,1.068,8.87,67,1.18
6464,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,284,10.42,0,0,2.401,8.64,240,18.383
6469,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0043,77.6,5.18,0.019,0,0.49,7.62,66,9.856
6470,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,184.3,7.31,0,0,0.688,8.24,28,1.027
6471,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,750,18.31,0.002,0,4.9,9.85,524,17.887
6472,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,407,7.33,0.003,0,0.679,8.64,20,0.948
6475,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,832,10.12,0,0,2.408,8.78,274,42.903
6476,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.302,4420,21.51,0.108,0,2.715,8.6,230,48.216
6477,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.006,558,3.72,0,0,0.939,8.12,159,0.034
6478,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0082,869,3.01,0.039,0,0.259,8.54,65,5.873
6481,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.007,255,3.2,0.255,0.001,0.588,8.36,173,23.808
6482,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.079,366,4.86,0.136,0,1.061,8.33,437,26.783
6485,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.004,441,3.42,0,0,0.309,8.52,16,1.555
6500,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0018,391,1.67,0,0,0.129,8.43,17,3.357
6501,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0023,201,3.31,0.001,0,0.305,8.62,152,27.383
6504,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,9.00E-04,9.99,2.72,0.002,0,0.114,5.6,11,0.909
6507,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0096,1577,6.17,0.005,0,0.505,8.7,24,3.506
6517,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0079,500,4.6,0,0,0.985,8.3,200,10.329
6518,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0037,129.2,3.34,0,0,0.261,8.5,21,2.855
6524,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0019,674,3.29,0,0,0.329,8.61,12,1.088
6525,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,344,7.33,0.13,,1.09,7.56,119,10.5
6526,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.046,405,10.77,0.09,0,0.976,8.65,38,10.029
6527,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0011,525,2.78,0.002,0,0.186,8.65,21,3.705
6530,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0077,383,7.01,0,0,3.05,8.64,193,14.377
6532,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0068,506,4.86,0.105,0,0.611,8.44,214,9.705
6533,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.003,65.6,3.67,0,0,0.321,7.6,18,1.376
6534,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0045,283,3.96,0,0,1.041,8.63,124,6.673
6535,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,38.9,8.01,0.002,0,0.521,6.84,36,1.847
6536,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,101.7,10.3,0.001,0,1.316,7.73,129,6.543
6537,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.05,157.9,3.35,0.91,,1.26,8.2,25,4.413
6538,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.36,1240,25.53,0.018,0,2.668,8.9,131,23.847
6541,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.085,496,3.57,0.51,0,0.958,8.58,191,21.863
6542,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0055,516,3.31,0.002,0,0.216,8.55,29,9.05
6543,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.029,2790,18.75,0,0,3.031,8.73,144,0.086
6544,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,1051,10.89,0,0,1.921,8.48,187,7.393
6546,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.033,1328,27.86,0,0,2.693,8.75,128,26.636
6547,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,242,8.35,0,0,0.734,8.42,46,12.764
6548,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.033,302,8.3,0.005,0,0.791,9.07,38,7.229
6549,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,64,5.49,0.002,0,0.266,7,27,4.687
6550,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,1206,4.18,0.05,,1.2,8.34,48,1.78
6551,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,309,8.06,0.05,,1.65,7.69,188,6.08
6552,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0051,569,5.07,0,0,0.431,8.44,29,1.293
6553,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,90.1,2.43,0.005,0,0.271,7.9,61,20.876
6554,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0061,53.3,1.67,0.01,0.002,0.128,7.52,16,4.244
6555,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,229,5.61,0.05,,0.56,7.44,5,1.6
6556,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,94.9,6.11,0.43,,1.63,6.82,150,11.5
6558,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0353,390,4.13,0.521,,0.731,8,77.7,12.4
6559,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0112,40,1.59,0.0203,,0.0626,7.7,62.6,3.92
6564,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.007,295,4.78,0.002,0,0.606,8.57,37,4.073
6566,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,4590,23.24,0.007,0,1.956,8.89,203,9.698
6568,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,41.3,1.5,0.284,0.004,0.49,7.67,27,6.521
6570,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,383,5.85,0.027,0,1.409,8.39,190,23.191
6571,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0048,57.2,4.77,0.001,0,0.409,7.66,24,0.997
6572,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,245,5.87,0,0,1.453,8.54,361,15.227
6574,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,897,21.33,0,0,4.638,9.25,272,3.22
6575,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.041,188,16.33,0,0,1.855,9.72,96,7.211
6576,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.035,236,3.15,0.148,0,0.429,8.16,55,3.63
6577,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,974,19.75,0,0,1.958,8.89,88,13.721
6584,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,285,4.29,0.003,0,0.775,8.33,71,13.633
6585,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,25.2,3.8,0,0,1.674,9.1,76,4.396
6586,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,1203,11.73,0.002,0,1.264,8.81,204,4.301
6587,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0029,45.1,4.53,0.001,0,0.371,7.23,35,2.269
6590,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0025,97.1,2.25,0,0,0.153,7.71,14,3.494
6594,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,618,12.31,0,0,0.95,8.61,51,18.249
6596,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0259,67,1.48,0.005,,0.137,6.81,11.6,22.2
6599,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0073,2860,23.33,0,0,1.953,9.08,138,1.511
6601,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0086,25.4,5.43,0.003,0,0.225,6.7,18,3.671
6602,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,545,8.71,2.8,0,4.063,8.56,98,7.141
6603,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,868,7.45,0.222,0,0.795,7.93,198,10.214
6604,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.113,408,6.34,0.46,0,2.234,8.35,144,11.1
6606,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.051,615,7.62,0.002,0,0.885,8.45,53,3.11
6608,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,147,5.3,0.002,0,0.365,7.68,41,13.095
6609,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.057,246,4.32,0.01,0,0.678,8.29,103,1.246
6612,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.004,1211,3.99,0,0,0.355,8.56,51,17.745
6613,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.007,223,3.96,0.005,0,0.328,8.29,25,5.772
6614,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0071,878,3.86,0,0,0.326,8.23,27,4.752
6617,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,249,5.97,0.004,0,0.573,8.28,43,4.271
6618,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,541,10.42,0,0,0.845,8.86,150,45.03
6622,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,312,5.8,0,0,0.47,8.34,30,7.619
6628,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,213,7.48,0,0,0.538,7.72,112,20.886
6633,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0059,22.4,7.46,0.001,0,0.596,7.17,19,0.335
6634,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.066,3100,18.22,0,0,1.758,8.85,293,4.923
6636,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.046,1608,12.65,0.003,0,1.194,8.65,68,6.328
6642,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0263,45,2,0.0198,,0.0698,6.62,4.1,7.74
6643,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0079,62.9,5.85,0.002,0,0.358,7.47,68,16.827
6644,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0042,325,5.78,0,0,0.615,8.31,55,4.963
6645,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,1606,20.52,0,0,6.788,9.31,603,28.423
6646,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,286,4.88,0.12,,0.95,8.16,87,5.49
6647,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0036,135.2,5.09,0,0,0.436,8.5,26,2.188
6654,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,1989,21.68,0,0,3.088,8.94,751,24.272
6656,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,169.6,7.32,1.54,0,2.003,8.02,801,12.799
6659,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0037,200,4.2,0.005,,0.334,8.07,12.3,21.4
6660,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,319,8.58,0.017,0,0.763,10.35,59,2.277
6661,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,143.6,5.17,0.122,0.002,0.708,7.66,215,16.657
6662,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0084,39.6,8.56,0.002,0,0.708,7.3,45,2.232
6663,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,121.7,8.61,0.004,0,0.503,7.8,44,23.041
6664,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,852,6.09,0,0,0.574,8.69,43,2.07
6665,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,480,3.23,0.002,0,0.291,8.57,23,3.6
6666,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,110.1,11.74,0.002,0,1.656,7.95,239,3.765
6667,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0042,206,2.92,0.002,0,0.195,8.02,21,10.425
6668,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,179,6.64,0.05,,0.65,7.11,30,3.52
6669,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,274,4.55,0.1,,0.56,7.73,5,3.91
6670,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0066,45.6,2.95,0.008,0,0.145,7.14,22,7.263
6680,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,91.1,5.01,0.004,0,0.496,7.94,23,1.943
6683,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,2620,17.35,0,0,1.555,9.97,70,0.425
6684,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.17,287,19.87,0.003,0,2.693,8.09,236,12.694
6685,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,1448,10.77,0,0,0.851,8.8,68,3.546
6686,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,273,4.56,0.002,0,0.395,8.61,21,10.961
6689,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0087,105.9,4.82,0.003,0,0.216,7.63,19,6.73
6690,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0037,15.11,2.26,0.003,0,0.181,6.6,14,4.864
6692,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0062,58,2.31,0.002,0,0.173,7.33,6,0.312
6693,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.212,64810,41.64,2.12,0,5.119,9.71,3590,26.324
6694,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,296,2.33,0.041,0,0.218,8.33,10,2.345
6695,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,263,3.88,0.05,,0.69,7.82,30,6.95
6696,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.066,356,13.19,0.002,0,1.453,8.39,1378,19.127
6697,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,1741,22.88,0,0,3.125,8.9,272,32.249
