UID,ALUMINUM_UNITS,COND_UNITS,DOC_UNITS,NITRATE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PTL_UNITS,SILICA_UNITS,AMMONIA_N_RESULT,COND_RESULT,DOC_RESULT,NITRATE_N_RESULT,NITRITE_N_RESULT,NTL_RESULT,PH_RESULT,PTL_RESULT,SILICA_RESULT
7839,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,388,18.68,0.003,0,2.853,8.68,81,14.661
7840,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,346,23.96,0.002,0,1.905,9.12,128,45.573
7841,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0062,384,2.79,0.002,0,0.23,8.54,28,5.752
7844,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,13.74,1.88,0.014,0,0.263,6.55,22,3.474
7845,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,151.6,10.55,0.002,0.001,1.623,9.29,140,1.865
7846,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,53.2,17.38,0.004,0,0.788,5.93,58,9.238
7856,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,4200,16.62,0,0,3.863,8.41,336,60.541
7858,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,1533,23.79,0,0,3.59,9.02,432,30.133
7859,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.005,24,6.32,0,0,0.306,6.9,31,2.013
7862,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,119.2,3.53,0.01,0.001,0.349,7.67,51,13.084
7895,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0084,505,5.91,0,0,0.733,8.31,44,7.475
7896,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,468,7.51,0.047,0,1.416,8.45,107,29.632
7908,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,47.3,4.41,0.003,0,0.445,6.37,21,1.744
7909,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,187.4,14.16,0,0,1.279,8.03,50,2.932
7911,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,95.3,5.54,0.002,0,0.476,7.44,42,7.387
7912,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,65.7,5.52,0.002,0,0.354,7.75,29,7.017
7913,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0047,75.5,5.13,0,0,0.31,7.26,54,20.229
7914,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,312,6.01,0.002,0,0.661,8.05,35,4.996
7915,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0042,67.9,3.85,0.002,0,0.256,7.65,15,3.533
7916,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0137,27,1.62,0.0067,,0.322,7.5,4.1,12.9
7917,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,32,6.2,0.05,,0.3,7.5,8,2.5
7918,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,3.06,0.51,0.002,0,0.029,6.23,9,0.657
7920,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.029,473,6.61,0.004,0,0.758,8.43,51,10.279
7921,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.058,943,4.82,4.75,0,6.6,8.47,962,13.734
7922,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,332,6.44,0.003,0,0.285,8.19,11,7.119
7923,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,22.5,4.8,0.05,,0.4,7,13,4.3
7924,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,298,7.98,0,0,1.756,8.83,132,24.243
7925,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0027,4.93,0.69,0.002,0,0.029,6.66,8,3.624
7926,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.049,1196,62.51,0,0,9.088,9.07,455,18.185
7927,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0087,42.3,14.09,0.003,0,0.779,6.26,44,7.176
7932,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,24,11.2,0.002,0,0.869,7.17,34,0.869
7933,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.381,136.6,7.62,0.003,0.001,1.35,7.68,69,5.145
7937,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0046,49,1.48,0.005,,0.0839,7.6,4.1,8.46
7940,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.121,1240,24,0,0,5.419,8.63,294,27.492
7941,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0065,45.3,4.12,0.002,0,0.22,7.57,9,3.063
7942,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,269,15.72,0,0,2.894,9.11,159,12.43
7943,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.075,352,3.2,,,2.03,8.18,24,15.5
7945,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.892,437,19.15,0.003,0,3.875,8.35,259,17.841
7949,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0034,35.2,1.18,0,0,0.17,7.44,23,1.756
7953,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0076,114.2,3.5,0.002,0,0.311,7.57,28,4.058
7954,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.077,298,4.09,0.007,0,0.524,7.78,53,4.108
7955,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,150.1,3.46,0.682,0.009,2.343,9.13,165,22.267
7956,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,212,11.45,0.002,0,0.749,7.96,62,24.155
7957,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0051,41.7,0.78,0.1,0.002,0.185,7.76,9,2.436
7958,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,191.6,1.83,0.003,0,0.281,8.89,12,1.237
7959,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,168,2.4,0.08,,0.62,8.19,5,0.429
7960,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.057,621,48.76,0,0,8.475,8.92,374,11.305
7963,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,68.7,7.57,0.005,0.002,0.815,7.66,81,20.461
7964,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,107.7,5.26,0,0,0.448,7.06,61,11.859
7971,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,363,14.89,0,0,3.006,9.22,159,20.219
7972,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.029,78,2.95,0.55,0.005,0.923,7.34,81,18.285
7973,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,1.61,3320,0.58,0.011,0,1.61,2.83,64,25.068
7974,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,144,4.05,0.003,0,0.399,9.05,33,9.681
7982,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.03,200,4.15,0.04,,0.31,8.2,13,1.808
7983,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,98.4,5.45,0,0,0.871,7.56,91,20.246
7984,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0072,562,5.33,0,0,0.771,8.49,64,10.782
7988,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0117,23,1.53,0.005,,0.078,6.68,5.6,5
7989,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0064,27,2.84,0.0058,,0.145,6.4,9.7,4.25
7990,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,776,3.7,0.02,0,0.275,8.42,29,6.595
7993,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0056,41.3,3.53,0.002,0,0.338,7.42,39,7.357
7994,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0067,314,5.56,0,0,0.529,8.27,56,17.761
7995,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.008,3.31,2.79,0,0,0.296,6.19,17,1.534
7996,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0081,9.99,2.82,0.002,0,0.22,6.76,11,0.617
7998,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0055,15.8,6.2,0,0,0.431,6.85,14,0.12
8000,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0068,46.7,6.2,0,0,0.63,7.15,25,0.539
8007,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0028,104.9,0.98,0.003,0,0.055,8.16,9,2.564
8008,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.058,783,5.25,0.007,0,0.601,8.53,91,11.631
8010,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.045,4250,16.84,51.66,0.419,54,8.67,32,2.195
8011,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,30.6,11.87,0.002,0,0.864,6.41,62,3.969
8012,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,409,9.85,0.006,0,1.304,8.23,65,7.257
8013,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,63.6,6.8,0.05,,0.4,7.7,13,2.2
8014,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.132,500,3.98,0.004,0,0.998,8.14,76,2.668
8015,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,39.1,3.7,0.05,,0.3,7.2,11,1.4
8016,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,275,14.02,0.002,0,1.775,9.51,244,11.535
8021,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0067,46,11.01,0,0,0.791,7.36,80,7.901
8022,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,74.1,8.92,0.003,0,0.599,7.09,39,4.377
8023,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,444,6.51,0,0,1.326,8.53,159,0.396
8025,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.023,338,5.6,0,0,0.52,8.55,47,12.881
8026,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0084,21.8,1.58,0.002,0,0.321,5.38,27,0.851
8027,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.755,91.4,82.88,0.002,0,2.414,3.94,81,4.604
8028,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,505,27.8,0,0,3.663,9.23,450,70.124
8029,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,201,15.77,0,0,6.225,9.26,673,16.236
8044,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,66,6.46,0,0,0.26,7.29,29,6.902
8045,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,56.3,1.87,0,0,1,7.62,55,10.848
8048,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0054,132.8,2.8,0.002,0,0.214,8.09,16,1.286
