"SITEID_12","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol"
"NLA12_NC-124","",35.11601421,-80.26303923,6.156235635,5.1,1.296295185,117.74,3,3040105,45,45,"Region_4",151.6,10550,1623,140,1865,9.29,22.524358974359,2.73418300653595
"NLA12_NC-127","",35.21458872,-79.40360361,25.41206444,6.5,3.342847342,118.74,3,3030004,65,65,"Region_4",32.3,3380,294,19,1504,6.94,24.998717948718,5.91058823529412
"NLA12_NC-134","",35.71052114,-78.15717765,309.8431335,4.3,19.10323706,43.83,3,3020203,45,45,"Region_4",78.5,7130,756,45,9216,7.51,27.8538461538462,5.91228758169935
"NLA12_ND-101","NLA06608-1070",46.09722632,-97.23724726,256.2103197,3.85,6.839106441,330.05,9,9020105,46,46,"Region_8",889,12115,1765.5,479.5,18577,8.675,20.7782051282051,5.75803921568627
"NLA12_ND-102","NLA06608-0510",48.24815308,-98.89816807,180.9746113,3.5,10.83663895,443.79,9,9020201,46,46,"Region_8",1429,16380,2750,254,34774,8.74,22.1105128205128,5.55222222222222
"NLA12_ND-103","NLA06608-1155",47.0742784,-99.63065416,12.91514756,3.1,1.49556507,534.11,10,10130103,42,42,"Region_8",1697,24460,2085,88,27187,9.33,23.55,5.63326797385621
"NLA12_ND-104","NLA06608-0762",47.61488972,-100.8270091,34.78201734,6.5,3.283695494,568.2,10,10130101,42,42,"Region_8",832,10120,2408,274,42903,8.78,16.4230769230769,5.58908496732026
"NLA12_ND-105","NLA06608-1278",48.03204771,-98.90839834,19994.28204,12.4,232.2767877,434.35,9,9020201,46,46,"Region_8",2000,14450,1721,328,11461,8.82,20.9410256410256,5.55222222222222
"NLA12_ND-106","NLA06608-0334",48.327049,-100.7569373,501.2988305,3.9,14.23616177,450.56,9,9010005,46,46,"Region_8",1567,17890,1615,89,11217,8.72,24,5.61124183006536
"NLA12_ND-107","NLA06608-0083",45.95348274,-99.13577087,48.33322448,2.3,4.992902549,590.81,10,10130106,42,42,"Region_8",3340,28460,3125,99,21001,9.06,23.7602564102564,5.97666666666667
"NLA12_ND-108","NLA06608-0019",46.36670421,-99.50350622,103.3136406,1.9,7.965628584,600.25,10,10130104,42,42,"Region_8",1606,20520,6788,603,28423,9.31,20.47,5.81437908496732
"NLA12_ND-109","NLA06608-0707",46.89273141,-99.416505,17.21388091,4.5,2.780089138,527.1,10,10130103,42,42,"Region_8",4010,25390,2830,176,24464,8.8,25.2512820512821,5.81437908496732
"NLA12_ND-110","NLA06608-1210",47.86474239,-101.5132965,52.49487137,1.8,4.697763419,621.61,10,10110101,42,42,"Region_8",4590,23240,1956,203,9698,8.89,16.65,5.58908496732026
"NLA12_ND-112","NLA06608-1091",46.64003276,-99.58716111,1623.50865,6,29.68684099,565.83,10,10130103,42,42,"Region_8",2920,19110,1900,147,22439,8.73,14.3047435897436,5.81437908496732
"NLA12_ND-113","NLA06608-1024",48.89570001,-99.71279981,4.71553516,2.7,1.01158355,625.92,9,9010004,46,46,"Region_8",557,18720,1689,49,7906,8.94,19.1538461538462,5.55222222222222
"NLA12_ND-114","NLA06608-0579",46.83158041,-99.7647378,314.2060639,1.9,13.24282154,525.31,10,10130103,42,42,"Region_8",747,10880,1564,153,46454,8.4,26.5,5.81437908496732
"NLA12_ND-115","",46.82604195,-100.6342083,3.873222845,9.5,1.340094477,523.43,10,10130103,42,42,"Region_8",2830,16410,1658.5,66,4278.5,8.615,15.2903205128205,5.80705882352941
"NLA12_ND-118","",46.36786408,-99.39845029,23.9001928,4,3.085035592,599.05,10,10130104,42,42,"Region_8",4420,21510,2715,230,48216,8.6,18.67625,5.81437908496732
"NLA12_ND-119","",47.73683911,-100.4387591,37.61191787,2,2.347243402,517,9,9020202,46,46,"Region_8",5520,29360,2508,840,6334,9.35,21.3747435897436,5.58908496732026
"NLA12_ND-126","",48.74897872,-102.9425695,13.18466442,2,1.97176497,737.04,9,9010001,42,42,"Region_8",1989,21680,3088,751,24272,8.94,16.8,5.77254901960784
"NLA12_ND-129","",46.71384398,-100.1527425,1218.852908,2.1,28.77943496,521.91,10,10130103,42,42,"Region_8",2650,19090,3680,839,23704,9.22,21.5512820512821,5.80705882352941
"NLA12_ND-131","",46.61482047,-101.8950983,1328.229399,15,52.91151436,629.58,10,10130202,43,43,"Region_8",1798,10190,1140,36,3843,8.53,21.9466666666667,5.80705882352941
"NLA12_ND-134","",46.02278583,-99.29204583,53.58494942,5.1,4.256713691,590.82,10,10130106,42,42,"Region_8",2190,20250,2336,302,39190,8.88,23.9764102564103,5.81437908496732
"NLA12_ND-139","",47.90420192,-101.0598295,23.20337924,3.5,2.989814994,644.62,9,9010001,42,42,"Region_8",1240,25530,2668,131,23847,8.9,15.5,5.58908496732026
"NLA12_ND-145","",47.08001327,-99.73058586,7.124819333,3,1.061315998,530.4,10,10130103,42,42,"Region_8",772,18140,1373,91,29900,8.75,21.5025641025641,5.63326797385621
"NLA12_ND-146","",48.914933,-100.4334397,13.80037712,2.3,1.750153335,658.52,9,9010004,46,46,"Region_8",1328,27860,2693,128,26636,8.75,16.05,5.61124183006536
"NLA12_ND-149","",47.06803402,-99.0799129,17.27003109,4.3,1.602258191,544.53,10,10160002,42,42,"Region_8",2340,33740,6200,1254,27008,9.2,25.3,5.63326797385621
"NLA12_ND-151","NLA06608-2318",47.2749168,-100.3980476,198.3549872,2.5,7.211722067,588.11,10,10130103,42,42,"Region_8",1741,22880,3125,272,32249,8.9,18.3478205128205,5.58908496732026
"NLA12_ND-155","",48.35144139,-102.1406782,89.19401757,1.7,4.246928014,645.14,10,10110101,42,42,"Region_8",64810,41640,5119,3590,26324,9.71,17.2,5.77254901960784
"NLA12_ND-156","",47.17037042,-99.24800631,104.9303077,4.5,11.14481722,582.32,10,10160002,42,42,"Region_8",1533,23790,3590,432,30133,9.02,20.3638461538462,5.63326797385621
"NLA12_ND-160","",47.17341262,-99.77111166,35.57997894,3.1,2.557772717,540.21,10,10130103,42,42,"Region_8",2600,23440,1981,53,3208,9.85,24.6525641025641,5.63326797385621
"NLA12_ND-162","",48.55085513,-99.92530218,41.83065494,3,2.707022555,485.31,9,9010004,46,46,"Region_8",974,19750,1958,88,13721,8.89,16.815,5.55222222222222
"NLA12_ND-163","",46.54392165,-104.028258,3.787580957,2.5,1.058925551,907.4,10,10110203,43,43,"Region_8",2860,23330,1953,138,1511,9.08,17.7,6.2143137254902
"NLA12_ND-164","",47.13839584,-99.13252314,38.88659889,4.8,3.316656794,553.58,10,10160002,42,42,"Region_8",2310,19450,3373,333,36788,8.82,25.2038461538462,5.63326797385621
"NLA12_ND-167","",47.3986724,-100.8114446,43.28055482,4,3.783848465,553.3,10,10130101,42,42,"Region_8",4060,32430,3775,322,7070,8.89,21.6538461538462,5.58908496732026
"NLA12_ND-172","",47.20188944,-99.35239064,194.205161,3.3,14.57879756,563.54,10,10160002,42,42,"Region_8",1580,15400,2713,317,39788,8.93,24.2324358974359,5.63326797385621
"NLA12_ND-173","",46.40002555,-99.28218473,69.8099082,2.8,5.175598519,581.73,10,10130104,42,42,"Region_8",1893,15300,1831,81,14254,8.62,19.240641025641,5.81437908496732
"NLA12_ND-178","",48.95477319,-99.83321117,38.29298202,7.5,3.579561189,650.57,9,9020313,46,46,"Region_8",618,12310,950,51,18249,8.61,17.101875,5.55222222222222
"NLA12_ND-186","NLA06608-1920",48.57418374,-103.6650787,31.25340549,1.5,3.310939235,603.67,10,10110102,42,42,"Region_8",1608,12650,1194,68,6328,8.65,18.8025641025641,5.77254901960784
"NLA12_ND-187","",48.00697014,-101.5324187,74.15216134,10.7,5.315700155,620.39,10,10110101,42,42,"Region_8",1258,12160,1054,43,20693,8.54,18.9935897435897,5.61124183006536
"NLA12_ND-190","",48.54728662,-99.18516789,16.46536508,1.1,1.54301486,448.41,9,9020201,46,46,"Region_8",2720,25480,4781,359,52090,8.94,23.1858974358974,5.55222222222222
"NLA12_ND-193","",47.08352059,-99.22730879,45.10079929,3.4,2.818150075,550.62,10,10160002,42,42,"Region_8",1248,18980,3333,279,46972,8.89,NA,5.63326797385621
"NLA12_ND-194","",48.72020198,-102.1149998,1718.487658,2.4,87.40912022,549.48,9,9010002,46,46,"Region_8",1022,20180,5738,599,19052,9.37,24.1016666666667,5.77254901960784
"NLA12_ND-196","",47.24136596,-99.83730412,172.5442031,4,9.599342895,558.81,10,10130103,42,42,"Region_8",3920,16790,1901,91,23604,8.99,24.2948717948718,5.63326797385621
"NLA12_ND-198","",48.87733825,-99.97954534,4.303303461,1.9,0.932052601,648.28,9,9010004,46,46,"Region_8",2240,31060,1875,78,21047,8.55,25,5.55222222222222
"NLA12_ND-199","",47.848299,-100.278256,19.19744403,1.9,1.806966922,489.28,9,9010003,46,46,"Region_8",5730,26810,2515,61,9472,9.17,20.6058974358974,5.58908496732026
"NLA12_ND-202","",48.6652108,-103.0632567,14.35587541,2.1,1.827651509,684.75,10,10110101,42,42,"Region_8",2270,43140,4213,67,20960,8.88,24.5012820512821,5.77254901960784
"NLA12_NE-101","NLA06608-2332",40.06311139,-99.29220135,5312.030314,9.5,96.66554965,593.39,10,10250009,27,27,"Region_7",679.5,5785,958,243,16666,8.605,NA,6.56901960784314
"NLA12_NE-102","NLA06608-0924",42.53266913,-100.5913352,13.00093741,1.6,1.65503812,884.24,10,10150004,44,44,"Region_7",792,51010,7750,498,2603,8.83,19.1,6.49627450980392
"NLA12_NE-103","NLA06608-2640",40.36174467,-100.7041992,644.4589529,4.4,45.64530116,787.34,10,10250007,27,27,"Region_7",521,4650,1058,310,42201,8.62,26.6833333333333,6.62941176470588
"NLA12_NE-104","NLA06608-2824",41.76432182,-98.65979155,50.56218763,2.7,4.77320062,610.76,10,10210010,44,44,"Region_7",172.3,4950,2304,237,52895,9.1,26.7692307692308,6.44954248366013
"NLA12_NE-105","NLA06608-0220",42.50469691,-100.5300766,20.1814267,3,1.935952246,884.56,10,10150004,44,44,"Region_7",505,27800,3663,450,70124,9.23,20,6.49627450980392
"NLA12_NE-106","NLA06608-3160",41.03542015,-96.83772744,29.22334703,2.8,2.78891062,391.66,10,10200203,47,47,"Region_7",283,8110,1905,144,4669,9,29.1384615384615,6.32588235294118
"NLA12_NE-107","NLA06608-3644",41.7876174,-102.5218866,24.93596967,1.1,2.162734369,1165.87,10,10180009,44,44,"Region_7",1048,42150,4450,277,30700,9.32,23.9935897435897,6.67758169934641
"NLA12_NE-108","NLA06608-2972",42.45261113,-100.6479949,54.12090517,1.6,4.637214259,903.39,10,10210006,44,44,"Region_7",201,15770,6225,673,16236,9.26,18.6012820512821,6.49627450980392
"NLA12_NE-109","NLA06608-0016",41.03740677,-100.7757749,641.0234072,6,18.96802865,916,10,10190018,44,44,"Region_7",715,4820,723,59,18265,8.42,26.0692307692308,6.62516339869281
"NLA12_NE-110","NLA06608-0216",40.32809914,-96.53200107,32.08410411,1.5,4.582719371,425.89,10,10270202,47,47,"Region_7",545,21960,4163,1399,1285,9.24,27.9435897435897,6.36359477124183
"NLA12_NE-111","NLA06608-0940",41.95667791,-103.5261925,98.27506919,2.4,4.982341369,1253.35,10,10180009,25,25,"Region_7",682,8440,838,140,35489,8.32,23,6.58875816993464
"NLA12_NE-112","NLA06608-0723",42.92365358,-102.0414043,59.10681649,1.4,3.443666951,1057.7,10,10150003,44,44,"Region_7",346,23960,1905,128,45573,9.12,21.3,6.58045751633987
"NLA12_NE-113","NLA06608-0648",42.26770048,-99.24832415,10.2933147,2.5,1.391692522,730.78,10,10220001,44,44,"Region_7",709,50620,5600,268,3604,8.92,19.3397435897436,6.38019607843137
"NLA12_NE-114","NLA06608-2740",41.32198742,-98.90067497,1117.854469,10.5,76.75741069,657.71,10,10210003,27,27,"Region_7",213,1780,330,241,56626,8.41,26.8615384615385,6.44954248366013
"NLA12_NE-121","",42.51739225,-100.5028037,159.8335591,1.6,6.269462625,881.22,10,10150004,44,44,"Region_7",621,48760,8475,374,11305,8.92,22.4358974358974,6.49627450980392
"NLA12_NE-125","",42.55808515,-100.5237021,10.61118742,1.5,1.372779249,879.36,10,10150004,44,44,"Region_7",1196,62510,9088,455,18185,9.07,20.3,6.49627450980392
"NLA12_NE-127","",42.0197906,-102.436373,122.2560797,1,6.509214165,1180.14,10,10180009,44,44,"Region_7",22590,311560,17400,566,155947,9.67,21.5,6.58045751633987
"NLA12_NE-129","",41.38619711,-96.48110256,43.7105103,2.1,11.61514325,359.2,10,10200202,47,47,"Region_7",492.5,4760,2208.5,242.5,46169.5,8.595,27.0679487179487,6.32588235294118
"NLA12_NE-133","",42.10977927,-98.56233501,73.73345552,1.2,5.949549215,621.19,10,10220001,44,44,"Region_7",276,24110,1999,96,41967,10.26,26.5923076923077,6.30522875816993
"NLA12_NE-135","",41.92340362,-102.3884007,11.39640522,1,1.308100197,1179.53,10,10180009,44,44,"Region_7",16270,515810,51313,3636,254687,9.57,25.2525641025641,6.67758169934641
"NLA12_NE-149","",40.94645984,-100.2425074,4.718959414,1.4,0.833477235,787,10,10200101,27,27,"Region_7",647,12070,4500,421,66577,9.45,22.901282051282,6.62941176470588
"NLA12_NE-154","",40.57928385,-96.84481374,52.77776641,2.5,4.503244824,409.1,10,10200203,47,47,"Region_7",246,12560,3513,873,14588,8.88,22.5,6.36359477124183
"NLA12_NE-156","",42.35166617,-101.2441503,15.61368393,1,1.587822946,1015.33,10,10210006,44,44,"Region_7",324,37500,12875,1156,101652,9.64,22.5,6.56575163398693
"NLA12_NE-157","",41.09244722,-96.35328376,37.83887485,21.6,4.793030005,323.19,10,10200203,47,47,"Region_7",416,4270,691,47,6641,8.82,14.9461538461538,6.32588235294118
"NLA12_NE-158","",40.16908467,-96.83069073,38.5914698,2.9,4.609018572,403.72,10,10270202,27,27,"Region_7",264,8550,2396,697,18353,8.21,23.9448717948718,6.36359477124183
"NLA12_NE-160","",41.93354662,-103.4942217,785.0606322,7.5,17.08228209,1253.72,10,10180009,25,25,"Region_7",603,6010,616,81,16585,8.53,21.0935897435897,6.58875816993464
"NLA12_NE-166","",40.72029355,-99.69727541,3.839355919,5.3,1.106016659,720.23,10,10200101,27,27,"Region_7",736,6370,900,104,34820,8.38,NA,6.56901960784314
"NLA12_NE-170","",40.76510679,-96.85405546,88.24165564,3.5,7.29050665,375.32,10,10200203,47,47,"Region_7",445,12250,4025,319,5512,9.36,24.2333333333333,6.36359477124183
"NLA12_NH-101","NLA06608-0726",43.83668383,-71.09323178,12.01846407,5.95,1.615126434,124.81,1,1060002,58,58,"Region_1",50.4,2755,199.5,21,7286,7.235,19.8929487179487,5.36816993464052
"NLA12_NH-102","NLA06608-0358",44.84033593,-71.13438995,13.10744099,3.1,1.502314021,444.3,1,1040001,58,58,"Region_1",19.78,6830,388,20,5100,6.96,22.5641666666667,5.31496732026144
"NLA12_NH-103","NLA06608-0930",43.53695021,-71.5109902,1669.501872,43.9,43.11862338,146.79,1,1070002,58,58,"Region_1",80.9,2210,133,6,1711,7.36,14.9833333333333,5.36816993464052
"NLA12_NH-104","NLA06608-0994",43.14263278,-72.08689779,300.8288587,9.1,24.69505939,395,1,1070003,58,58,"Region_1",25.4,5430,225,18,3671,6.7,15.9125,5.40967320261438
"NLA12_NH-105","NLA06608-0162",42.7329984,-72.10333954,53.36929127,2.5,3.016796043,270.74,1,1080202,58,58,"Region_1",44.5,6480,414,27,1107,6.48,23.3,5.40738562091503
"NLA12_NH-107","",42.94554682,-71.23683903,4.074796615,2.4,1.385344576,92.72,1,1060003,59,59,"Region_1",128.3,7030,450,18,1085,7.78,23.525641025641,5.40281045751634
"NLA12_NH-108","",43.36765664,-71.24468602,34.10740133,2.7,2.681281544,185.09,1,1070006,58,58,"Region_1",64,5490,266,27,4687,7,18.6166666666667,5.36816993464052
"NLA12_NH-109","",42.99011487,-72.07432508,70.28488728,18.9,4.566072537,422.83,1,1070003,58,58,"Region_1",15.8,1940,125,7,3586,6.63,21.4269230769231,5.40738562091503
"NLA12_NH-111","",43.38482901,-70.98609163,40.79827967,5.5,4.371485001,76.02,1,1060003,59,59,"Region_1",74.9,4110,239,13,3906,7.33,23.88,5.51679738562092
"NLA12_NH-112","",42.73918269,-71.9370297,2.642018802,4.1,0.698884184,370.78,1,1080202,58,58,"Region_1",20.09,3705,177.5,13,2848.5,6.655,22.2474358974359,5.40281045751634
"NLA12_NH-115","",43.80812429,-71.11845765,20.35454689,4.3,2.418769218,132.13,1,1060002,58,58,"Region_1",55.1,3400,248,12,1744,7.07,26.3875,5.36816993464052
"NLA12_NH-R04","NLA06608-NH4912",43.02256679,-72.01641972,42.21536711,16.9,2.939902592,352.85,1,1070003,58,58,"Region_1",15.11,2260,181,14,4864,6.6,12.5666666666667,5.40967320261438
"NLA12_NJ-101","NLA06608-0781",40.95091108,-74.78413343,22.7240752,4.2,2.950436173,183.07,2,2040105,58,58,"Region_2",363.5,3445,605.5,49.5,11002.5,8.525,24.7205128205128,5.4340522875817
"NLA12_NJ-102","NLA06608-0077",40.92768105,-74.53808878,65.32853198,2.4,5.103482127,238.18,2,2030103,58,58,"Region_2",294,7140,828,158,3049,8.01,27.2192307692308,5.4340522875817
"NLA12_NJ-103","NLA06608-0761",40.76302852,-74.28588089,22.64279607,7.5,2.529077422,97.81,2,2030104,64,64,"Region_2",445,5170,965,57,4091,7.93,NA,5.4340522875817
"NLA12_NJ-104","NLA06608-0013",39.97091954,-74.5712097,37.14026102,3.6,8.284682952,15.44,2,2040202,84,84,"Region_2",66.2,6220,399,39,3270,6.31,22.55,5.84653594771242
"NLA12_NJ-105","",41.14260568,-74.40940536,11.99904778,1.4,2.934866238,347.89,2,2020007,58,58,"Region_2",94.2,4030,426,12,543,7.51,19.7470512820513,5.3737908496732
"NLA12_NJ-106","",41.03000369,-74.30117131,4.681237311,4.4,1.768736459,69.01,2,2030103,58,58,"Region_2",137.2,6040,1003,87,2803,7.63,20.5862820512821,5.3737908496732
"NLA12_NJ-107","",41.24716907,-74.52116845,3.443556246,2.9,0.808129777,306.91,2,2020007,58,58,"Region_2",627,3570,465,49,3454,7.9,23.7994871794872,5.3737908496732
"NLA12_NJ-108","",39.84947938,-74.78728568,28.69745215,2.1,7.516465582,21.56,2,2040202,84,84,"Region_2",128.8,6590,763,24,4407,6.27,19.0374358974359,5.84653594771242
"NLA12_NJ-118","",40.79987801,-74.78468146,2.53182338,4.3,0.721117835,282.49,2,2030105,58,58,"Region_2",354,2350,688,38,9637,8.04,21.125641025641,5.4340522875817
"NLA12_NJ-119","",41.05618106,-74.48217948,2.846421383,3.1,0.700955349,254.19,2,2030103,58,58,"Region_2",352,2910,336,17,4312,8.21,28.0551282051282,5.3737908496732
"NLA12_NJ-131","",39.4076583,-74.77816024,11.86880463,1.7,1.98397022,9.02,2,2040302,84,84,"Region_2",38.7,4705,304,8,871,6.82,26.8480769230769,5.84653594771242
"NLA12_NM-104","NLA06608-0564",35.97484061,-105.9169632,40.80006624,17.25,4.043800695,1915.69,13,13020101,22,22,"Region_6",93.4,3095,262,33,8537,8.28,24.8385897435897,6.57856209150327
"NLA12_NM-105","NLA06608-0628",35.7589017,-105.1444719,325.898413,1.6,7.492451521,2059.13,11,11080004,26,26,"Region_6",880,18960,1348,77,1866,8.63,15.1012820512821,6.57856209150327
"NLA12_NM-117","",36.89563356,-105.1370534,24.32774702,9.1,2.00376923,2650.12,11,11080001,21,21,"Region_6",418.5,18120,1238.5,26.5,1366.5,8.91,15.1423076923077,-0.30562091503268
"NLA12_NM-129","",35.35167925,-103.4881351,1521.935083,14,95.74501471,1146.68,11,11080006,26,26,"Region_6",1577,6170,505,24,3506,8.7,20.7179487179487,6.97052287581699
"NLA12_NM-132","",36.83163302,-104.2263032,44.17987055,3.2,2.934291857,2066.16,11,11080001,21,21,"Region_6",458,4630,1231,231,15175,8.56,15.2512820512821,6.53470588235294
"NLA12_NM-133","",36.88334317,-105.2471097,1.162679858,1.9,0.406815071,2999.7,13,13020101,21,21,"Region_6",204,19070,1503,52,904,8.02,14.7794871794872,-0.30562091503268
"NLA12_NM-134","NLA06608-3839",36.79890899,-108.1040209,86.18705845,16.9,5.097443683,1718.89,14,14080104,22,22,"Region_6",391,1670,129,17,3357,8.43,15.6858974358974,6.97111111111111
"NLA12_NM-138","",35.98082795,-108.9316434,15.39520392,8,2.223609264,2290.19,15,15020006,23,23,"Region_6",201,3310,305,152,27383,8.62,14.5641025641026,6.77875816993464
"NLA12_NM-150","NLA06608-4684",36.7118285,-108.1531642,17.24188628,1.9,2.440431656,1614.29,14,14080101,22,22,"Region_6",558,3720,939,159,34,8.12,22.151282051282,6.97111111111111
"NLA12_NM-152","NLA06608-3700",36.17599422,-104.8160803,25.20015344,1,2.103981466,2038.53,11,11080003,26,26,"Region_6",898,18450,1511,256,33099,8.84,17.2512820512821,6.53470588235294
"NLA12_NM-160","NLA06608-2260",35.66711339,-105.2417642,437.4938783,3.4,9.298367,2012.39,13,13060001,26,26,"Region_6",506,4860,611,214,9705,8.44,18.7475641025641,6.57856209150327
"NLA12_NM-161","",36.59549602,-105.4171201,3.570066587,2.5,0.833946074,3307.2,13,13020101,21,21,"Region_6",132.8,2800,214,16,1286,8.09,16.7942307692308,-0.30562091503268
"NLA12_NM-162","",36.87227505,-106.9285162,17.38204713,5.8,1.706591307,2232.51,14,14080101,21,21,"Region_6",1168,8430,626,56,665,9.36,20.7512820512821,6.46503267973856
"NLA12_NV-101","NLA06608-1862",41.92898525,-119.1790015,100.3274322,1.05,7.006504342,1678.23,16,16040205,80,80,"Region_9",427.5,5560,1055,501,44266,8.41,15.8532051282051,6.96071895424837
"NLA12_NV-102","NLA06608-2797",37.90817585,-114.2671693,23.50032449,2.1,3.751118986,1604,15,15010013,13,13,"Region_9",615,5160,645,138,51300,8.64,19.6,6.99437908496732
"NLA12_NV-103","NLA06608-0237",38.39816173,-115.117053,72.28422249,2,5.820396898,1574.3,15,15010011,13,13,"Region_9",645,5240,463,27,7105,9.03,21.7884615384615,7.02790849673203
"NLA12_NV-104","NLA06608-1529",40.69658925,-118.2877882,4566.923149,6.2,160.5151463,1261,16,16040108,13,13,"Region_9",924,6260,573,125,36401,8.63,22.6435897435897,7.12013071895425
"NLA12_NV-105","NLA06608-0889",41.21823837,-116.5203252,233.3338323,5.2,11.22508635,1645.33,16,16040106,13,13,"Region_9",265,4340,389,246,20782,8.47,21.2679487179487,6.79869281045752
"NLA12_NV-106","NLA06608-0585",39.48435525,-118.7235713,164.1227226,1.2,15.10576383,1202.02,16,16050203,13,13,"Region_9",255,3200,588,173,23808,8.36,17.901282051282,7.20248366013072
"NLA12_NV-109","NLA06608-2313",40.04718141,-119.5715783,46299.68324,44.4,125.5296821,1156.74,16,16050103,13,13,"Region_9",8483,9500,606,83,1183,9.18,17.2473684210526,7.08156862745098
"NLA12_NV-119","",41.6332907,-118.3893572,15.38586876,2.6,1.593703024,1311.62,16,16040202,13,13,"Region_9",217,3380,619,137,27576.5,9.67,20.7871794871795,6.93477124183007
"NLA12_NV-127","",41.75740963,-115.7220267,23.63513802,2.2,2.232382977,2089.15,17,17050104,80,80,"Region_9",249,5970,573,43,4271,8.28,13.2205128205128,6.64509803921569
"NLA12_NV-137","",41.16858314,-119.8174513,28.89670735,6.4,3.02659775,1560.81,16,16040204,80,80,"Region_9",261,2260,351,230,60271,8.33,19.0512820512821,6.96071895424837
"NLA12_NV-141","",39.54187799,-119.7789359,7.933417639,4,1.548571783,1353.79,16,16050102,13,13,"Region_9",1197,6340,1103,137,28376,8.09,21.0410256410256,7.18457516339869
"NLA12_NV-144","",39.24114932,-117.1658183,5.804787052,1.7,1.211973125,2255.5,16,16060004,13,13,"Region_9",287,1430,206,20,2728,8.98,14.7,6.97470588235294
"NLA12_NV-167","",41.19805974,-115.8922956,4.956316925,1.5,0.957284254,1814.22,16,16040102,13,13,"Region_9",541,10420,845,150,45030,8.86,17.8525641025641,6.64509803921569
"NLA12_NV-177","",41.69458237,-118.7419158,32.01538297,5.4,2.773789983,2153.8,16,16040205,80,80,"Region_9",98.3,3480,415,88,20375,9.16,19.5705128205128,6.93477124183007
"NLA12_NV-193","",39.10754761,-119.9072662,34.97203318,3.9,2.919691656,2124.21,16,16050101,5,5,"Region_9",451,4790,445,21,871,9.53,16.05,7.18457516339869
"NLA12_NV-R01","NLA06608-NV:2",40.59285373,-115.3943332,4.379874732,3.7,0.827084238,2968.8,16,16040101,13,13,"Region_9",53.6,930,75,12,1564,8.03,15.95,6.76111111111111
"NLA12_NY-0101","NLA06608-1045",42.49915505,-77.1490251,4564.909789,43,91.32944677,217.44,4,4140201,60,60,"Region_2",297.5,2410,242,9,1811,8.33,12.8216025641026,5.52346405228758
"NLA12_NY-0102","NLA06608-0229",44.03842234,-74.36720503,1683.026984,3,78.15538398,495.93,4,4150305,58,58,"Region_2",28.2,5070,396,16,5281,6.61,18.3628205128205,5.30562091503268
"NLA12_NY-0103","NLA06608-0101",42.02259255,-73.48550577,61.41492971,5.8,4.569696265,532.8,1,1100005,58,58,"Region_1",14.46,1310,111,4,465,5.97,13.1051282051282,5.46490196078431
"NLA12_NY-0104","",43.62876093,-73.42646982,16.58048325,2.55,2.077220757,28.85,2,2010008,83,83,"Region_2",267,3620,476.5,54,3869,7.97,22.4017307692308,5.40019607843137
"NLA12_NY-0106","",44.37867633,-74.36423487,15.71472102,7,2.006578026,504.57,4,4150306,58,58,"Region_2",22,3520,248,14,2500,7.05,17.8935897435897,5.30562091503268
"NLA12_NY-0108","",41.33989604,-73.67007006,4.448670045,1.7,1.275294645,68.26,2,2030101,59,59,"Region_2",427,5830,694,124,13953,7.82,24.798717948718,5.36084967320261
"NLA12_NY-0109","",44.73604256,-74.06546921,16.83147863,4.8,3.591859161,528.45,4,4150307,58,58,"Region_2",26,14660,485,26,5004,6.61,14.949358974359,5.30562091503268
"NLA12_NY-0110","",43.8504499,-73.63471673,3.061326494,4.6,0.739530192,404.72,2,2020001,58,58,"Region_2",29.3,3460,321,11,2216,7.11,25.3,5.40019607843137
"NLA12_NY-0111","",43.24193911,-74.48992678,4.458108519,5.7,0.990288398,576.39,2,2020002,58,58,"Region_2",13.53,3840,426,12,139,6.36,19.4025641025641,5.27202614379085
"NLA12_NY-0112","",42.32527988,-77.17720022,4.094913633,3.8,0.838109872,325.07,2,2050105,60,60,"Region_2",369,6000,486,33,10742,8,19.2,5.52346405228758
"NLA12_NY-R02","NLA06608-1333",43.45530211,-73.58953255,16.64059289,14.9,2.175525818,279.34,2,2010001,58,58,"Region_2",45.7,3330,224,12,4420,7.67,15.0858974358974,5.40019607843137
"NLA12_OH-101","NLA06608-1375",40.36715267,-83.05951671,391.6292587,3.1,30.26232203,276.06,5,5060001,55,55,"Region_5",454,6415,1270.5,157,345.5,8.335,25.18125,6.05882352941176
"NLA12_OH-102","NLA06608-0783",40.37248248,-84.34011043,327.1193671,1,38.09773855,291.82,5,5080001,55,55,"Region_5",584,9790,2129,572,2738,9.37,26.875,6.08464052287582
"NLA12_OH-103","NLA06608-0445",40.03999071,-81.01388786,43.0430055,9,6.510774129,322.66,5,5030106,70,70,"Region_5",390,3380,353,17,1970,8.36,25.4474358974359,5.90509803921569
"NLA12_OH-104","NLA06608-0303",41.08846075,-82.7290152,80.71893983,4.1,11.27852132,249.78,4,4100012,55,55,"Region_5",620,6190,1226,88,2599,8.46,24.3807692307692,-0.242941176470588
"NLA12_OH-105","NLA06608-0271",40.49553571,-83.89988027,2018.923135,1.5,74.63414217,303.7,5,5080001,55,55,"Region_5",304,6160,1360,138,639,8.56,20.1025641025641,6.05882352941176
