"SITEID_12","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol"
"NLA12_IA-102","NLA06608-1271",43.46131869,-95.17250624,20.67339419,1.7,1.690054795,437.09,10,10230003,47,47,"Region_7",430,8380,1800,684,44001,9.1,28.2525641025641,6.00725490196078
"NLA12_IA-103","NLA06608-2036",41.43874241,-93.54970598,6.618384421,6.2,1.609869937,238.24,7,7100008,47,47,"Region_7",334,3400,401,18,745,8.35,22.3166666666667,6.28058823529412
"NLA12_IA-104","NLA06608-1268",41.47723398,-92.46027767,50.17118056,7,7.186495197,238.83,7,7080106,47,47,"Region_7",267,5290,699,22,1494,8.63,24.1192307692308,6.22483660130719
"NLA12_IA-105","NLA06608-1736",42.49288038,-94.62256302,176.3473158,2.8,8.899260575,370.08,7,7100006,47,47,"Region_7",383,7010,3050,193,14377,8.64,23.3758333333333,6.14281045751634
"NLA12_IA-106","NLA06608-2056",41.46944302,-93.9205438,93.28222097,4.7,10.26069584,278.75,7,7100008,47,47,"Region_7",267,4670,1271,241,11530,8.26,25.348717948718,6.28058823529412
"NLA12_IA-107","NLA06608-1223",43.38972512,-93.4978572,300.5586655,2.8,12.37689429,380.53,7,7080203,47,47,"Region_7",291,13130,4738,493,1490,9.36,20.4435897435897,-0.646143790849673
"NLA12_IA-109","",43.48048198,-95.19385604,51.59235412,1.5,3.419497179,429.62,10,10230003,47,47,"Region_7",319,8580,763,59,2277,10.35,21.8615384615385,6.00725490196078
"NLA12_IA-113","",40.85032616,-94.07030363,163.0441416,10.5,16.91992097,339.34,10,10280102,40,40,"Region_7",252,5140,696,33,5843,8.38,22.7576923076923,6.35777777777778
"NLA12_IA-120","",42.62364617,-95.19096081,1223.533265,3.2,17.85470524,426.54,7,7100006,47,47,"Region_7",499,3675,744.5,171,24207,8.57,24.7358333333333,6.21535947712418
"NLA12_IA-127","",40.75439094,-92.44007539,34.71897683,6.6,5.148097136,249.34,7,7110001,40,40,"Region_7",219,5410,860,50,6323,8.58,26.0166666666667,-0.359803921568627
"NLA12_IA-132","",42.8383562,-93.69187566,41.07701142,2.4,2.860371935,372.18,7,7080207,47,47,"Region_7",284,10420,2401,240,18383,8.64,21.3594871794872,6.10692810457516
"NLA12_IA-134","",42.12868906,-92.72458951,41.29238706,2.9,4.049986874,283.57,7,7080208,47,47,"Region_7",288,3880,1354,175,2623,8.83,27.2551282051282,6.08424836601307
"NLA12_IA-150","",42.43264577,-93.79604399,24.79077921,6.4,3.673612323,316.07,7,7100005,47,47,"Region_7",271,10560,2034,62,5829,9.5,21.3307692307692,6.10692810457516
"NLA12_IA-152","NLA06608-3063",43.17179588,-94.90593006,427.7010596,3.7,8.321745258,410.69,10,10230003,47,47,"Region_7",431,7040,1418,240,46591,8.55,27.8,5.9356862745098
"NLA12_IA-R01","NLA06608-R716",42.4792253,-92.38858001,7.40868222,5.5,1.133491969,261.92,7,7080205,47,47,"Region_7",812,4120,623,46,4388,8.3,24.9282051282051,6.08424836601307
"NLA12_ID-101","NLA06608-3121",44.96411515,-116.4630194,211.4298244,5.25,7.466175271,1453,17,17050124,11,11,"Region_10",52.95,1940,225.5,59.5,23681.5,8.73,21.3673076923077,6.46640522875817
"NLA12_ID-102","NLA06608-3329",48.45840044,-116.8242397,70.50085184,3,3.805868655,760.5,17,17010215,15,15,"Region_10",28.6,2690,173,29,14405,7.57,23.64,5.6218954248366
"NLA12_ID-103","NLA06608-0769",47.46589015,-116.6151536,399.5960538,6.3,16.10374453,648.7,17,17010303,15,15,"Region_10",38.4,2540,196,35,13828,7.5,21.7984615384615,5.9843137254902
"NLA12_ID-104","NLA06608-1521",42.24331356,-111.8494043,61.47486398,4.05,5.862210127,1512,16,16010202,13,13,"Region_10",372,5580,1636,147,6162,8.79,22.3579487179487,6.54745098039216
"NLA12_ID-105","NLA06608-2305",48.18768071,-116.5255832,39.32953471,12.5,3.2316932,694.9,17,17010214,15,15,"Region_10",46.1,6020,478,29,4930,7.39,14.69875,5.6218954248366
"NLA12_ID-107","NLA06608-0085",43.46019017,-116.1413012,33.42354611,3.6,2.786720526,973.07,17,17050114,12,12,"Region_10",122,7990,895,383,24092,7.95,19.59625,6.72039215686275
"NLA12_ID-108","NLA06608-1793",47.51724168,-116.5654143,201.7725523,4.75,9.447233249,647.4,17,17010303,15,15,"Region_10",43,1760,95,22,12385,7.55,22.1675641025641,5.9843137254902
"NLA12_ID-109","NLA06608-0277",42.67704536,-113.4072962,3395.548059,15,65.96435541,1278.65,17,17040209,12,12,"Region_10",395,1880,230,41,5166,8.63,17.6003571428571,6.66797385620915
"NLA12_ID-110","NLA06608-0837",43.33129134,-113.9282985,81.79210447,3.1,8.713620894,1452.11,17,17040221,12,12,"Region_10",395,9960,954,44,6724,9.04,22.1425,6.47725490196078
"NLA12_ID-111","NLA06608-1989",42.20637168,-114.8788521,393.0365949,11.3,17.50235317,1593,17,17040213,80,80,"Region_10",90.6,2930,465,84,30527,7.94,NA,6.72091503267974
"NLA12_ID-112","NLA06608-4685",48.7562708,-116.0903859,21.50992855,5.55,2.225223222,803.48,17,17010104,15,15,"Region_10",74.35,5100,283,47.5,18823.5,7.33,17.4212179487179,5.6218954248366
"NLA12_ID-113","",44.83832985,-116.0344437,9.707444331,5.6,1.555729865,1519.99,17,17050123,16,16,"Region_10",39,4490,329,34,7368,7.65,14.458,6.46640522875817
"NLA12_ID-121","",48.00714106,-117.003822,12.71678687,5.5,3.003951993,705.57,17,17010214,15,15,"Region_10",44.5,2710,149,65,27889,7.49,23.0870512820513,5.6218954248366
"NLA12_ID-122","",42.89525373,-111.9638056,504.1874845,6.5,16.59205179,1646.49,17,17040208,80,80,"Region_10",334,5200,1040,82,9540,9.02,23.2567948717949,6.54745098039216
"NLA12_ID-141","",44.32909632,-116.1841073,71.57221559,8.1,4.729076455,1506.97,17,17050122,16,16,"Region_10",37.6,2470,125,36,16608,7.63,NA,6.46640522875817
"NLA12_ID-142","",43.99802567,-114.8891906,5.646490065,1.1,1.446164572,2164.74,17,17060201,16,16,"Region_10",22.7,600,53,15,7467,7.16,NA,6.50699346405229
"NLA12_ID-143","",42.26425757,-116.3104956,35.54598079,2.2,3.797761178,1690.02,17,17050104,80,80,"Region_10",79.5,6980,720,68,11452,8.05,21.1835897435897,6.64346405228758
"NLA12_ID-145","",44.29971223,-115.2539785,27.93849885,12.1,2.222828963,2117.46,17,17050120,16,16,"Region_10",59.1,1110,29,23,10782,7.88,14.5233333333333,6.23862745098039
"NLA12_ID-148","",46.20607125,-116.8343671,38.08818946,32.8,3.60179902,1034.14,17,17060103,10,10,"Region_10",62.7,3420,303,77,34337,8.45,10.8591025641026,6.24771241830065
"NLA12_ID-149","",46.68823022,-116.649551,6.488524087,9,1.137585074,677.78,17,17060306,15,15,"Region_10",120.1,7090,1048,85,6700,9.11,21.5887179487179,6.24771241830065
"NLA12_ID-151","",43.19840666,-114.5997261,44.60233911,3.2,6.977021396,1678.67,17,17040219,12,12,"Region_10",85.4,15040,7844,705,7735,9.58,18.9928205128205,6.50699346405229
"NLA12_ID-158","",44.10981036,-114.9661056,9.078302308,35.5,1.325485277,2494.5,17,17060201,16,16,"Region_10",10.19,700,33,9,3786,6.89,9.2951282051282,6.25967320261438
"NLA12_ID-165","",48.01025724,-116.7078838,21.3905073,14.6,2.700148447,656.52,17,17010214,15,15,"Region_10",74.9,6080,1536,118,31108,7.68,11.249358974359,5.6218954248366
"NLA12_ID-166","",43.07839868,-112.6936589,21.25854419,3.6,3.992512505,1338.82,17,17040206,12,12,"Region_10",431,1630,665,58,29572,8.96,21.4247435897436,6.69411764705882
"NLA12_ID-168","",45.12898626,-116.0220887,122.0913417,26,7.373095136,1694.66,17,17050123,16,16,"Region_10",11.45,1850,103,17,6148,6.99,10.2215384615385,6.21169934640523
"NLA12_ID-175","",43.1914128,-116.9598035,72.97437597,11.5,5.934699401,1399.79,17,17050103,80,80,"Region_10",106.3,3190,553,201,35371,8.68,17.5607692307692,6.72039215686275
"NLA12_ID-180","",47.51563208,-115.7316178,7.530982006,4,1.431181292,1710.56,17,17010302,15,15,"Region_10",10.41,1000,96,22,4194,7.09,19.0564102564103,5.69294117647059
"NLA12_ID-194","",43.16587842,-115.6524756,163.9336602,4.27,8.032201221,997.16,17,17050101,12,12,"Region_10",61.8,3830,471,93,23498,8.1,18.9669230769231,6.63006535947712
"NLA12_ID-198","",44.21474968,-111.6155136,4.431704145,2.1,0.985491844,1686.92,17,17040203,12,12,"Region_10",65.1,4230,696,79,24090,9.58,21.1366666666667,6.2597385620915
"NLA12_ID-203","",42.26037727,-111.4707171,13.5957442,1.7,1.865670748,1998.3,16,16010201,19,19,"Region_10",57.8,7470,1369,175,6802,7.61,20.5711538461538,6.54745098039216
"NLA12_ID-205","",44.97021316,-116.001262,13.58117154,10,1.736565188,2008.09,17,17050123,16,16,"Region_10",20.1,2980,373,75,6504,7.25,12.245,6.46640522875817
"NLA12_ID-207","",48.27818524,-116.8311247,27.05353311,3.8,2.152291332,683.32,17,17010215,15,15,"Region_10",48.1,3610,235,43,22390,7.77,22.4734615384615,5.6218954248366
"NLA12_ID-209","",44.79670477,-116.7326881,12.44278782,4.6,1.71732417,2154.36,17,17050124,11,11,"Region_10",34.3,1800,104,41,10384,7.63,15.9475,6.46640522875817
"NLA12_ID-210","",43.94034156,-114.9417467,27.879266,14,2.90445712,2621.58,17,17060201,16,16,"Region_10",11.78,710,51,9,3993,6.88,NA,6.50699346405229
"NLA12_ID-214","",42.1873061,-113.92408,407.3951506,5.9,21.71478069,1444.65,17,17040211,80,80,"Region_10",341,2890,290,134,28442,8.44,20.5615384615385,6.66797385620915
"NLA12_ID-215","",43.97945187,-114.8776554,158.2617731,50,7.565321908,2133.65,17,17060201,16,16,"Region_10",23,1110,38,13,5562,7.39,8.19589743589743,6.50699346405229
"NLA12_ID-216","",42.53147462,-116.3645133,29.38507822,1.15,3.526067553,1773.61,17,17050104,80,80,"Region_10",64.1,8950,1760,275,10741,7.74,18.8433333333333,6.64346405228758
"NLA12_ID-218","",47.07386493,-115.9576667,10.93755364,21.3,1.279058714,1688.66,17,17060308,15,15,"Region_10",14.33,1300,109,37,8758,7.19,13.3028205128205,5.69294117647059
"NLA12_ID-220","",45.26811761,-116.2079681,2.71785858,5.85,0.687914835,2362.78,17,17060209,16,16,"Region_10",15.72,980,139,53,3488,7.24,18.5665384615385,6.21169934640523
"NLA12_ID-221","",46.63155999,-114.3843753,12.2231563,1,1.321805523,1944.63,17,17060303,16,16,"Region_10",10.98,8640,785,47,361,6.36,17.2488461538462,5.86986928104575
"NLA12_IL-103","NLA06608-1532",40.98833771,-90.40342515,42.64361798,7.6,7.406657942,229.16,7,7080104,72,72,"Region_5",441.5,5220,1151.5,71.5,5826.5,8.77,17.8205128205128,6.20091503267974
"NLA12_IL-104","NLA06608-1435",42.19772807,-88.10331921,88.50454108,9.3,3.989732142,257.23,7,7120006,53,53,"Region_5",912,7390,731,17,2049,8.14,22.4102564102564,6.04666666666667
"NLA12_IL-105","NLA06608-0020",39.41011547,-87.80523888,296.1995854,16.5,36.78984462,184.92,5,5120111,72,72,"Region_5",216,4940,603,28,2200,8.25,16.3897435897436,6.18300653594771
"NLA12_IL-106","NLA06608-0155",42.37464061,-88.13351269,154.8025399,8.7,8.802183045,223.92,7,7120006,53,53,"Region_5",942,10060,1188,62,9512,8.8,23.2923076923077,6.04666666666667
"NLA12_IL-109","",39.44330979,-89.95992399,13.15251632,9.9,2.500981851,195.55,7,7130012,72,72,"Region_5",204.5,4860,862,50,515.5,8.855,19.5237179487179,6.24803921568627
"NLA12_IL-110","",40.48022364,-88.10299877,1.734537234,4.5,0.512970999,235.34,5,5120109,54,54,"Region_5",305,3750,520,24,1295,8.41,22.7846153846154,6.05895424836601
"NLA12_IL-111","",38.75927501,-88.067551,333.9449364,10,37.2060316,144.81,5,5120114,72,72,"Region_5",229,4770,986,89,4770,8.49,22.6641025641026,6.22058823529412
"NLA12_IL-112","",37.82087568,-88.90132266,1.852140246,2.8,0.567287425,129.26,7,7140106,72,72,"Region_5",136.6,7620,1350,69,5145,7.68,25.3474358974359,6.20235294117647
"NLA12_IL-114","",40.50804437,-90.16117672,72.90324707,15,26.77754509,196.36,7,7130005,72,72,"Region_5",1366,3230,348,13,3623,8.42,17.3666666666667,6.20091503267974
"NLA12_IL-116","",37.69361669,-88.70869133,10.87426762,7.5,3.419315335,138.32,5,5140204,72,72,"Region_5",3320,580,1610,64,25068,2.83,19.8551282051282,6.20235294117647
"NLA12_IL-118","",42.24358324,-87.96277577,20.7283329,3.1,3.60906076,208.09,7,7120004,54,54,"Region_5",1056,6330,1136,91,9402,8.57,28.0590909090909,6.28751633986928
"NLA12_IL-120","",38.75131255,-89.99244717,6.987920243,7,1.465679447,152.77,7,7140101,72,72,"Region_5",508,5890,1198,109,3138,8.56,22.2655128205128,6.23058823529412
"NLA12_IL-123","",41.64802026,-87.89932476,85.09548674,1.7,11.3179376,209.01,7,7120004,54,54,"Region_5",571,13180,4606,384,286,8.7,15.5,6.07941176470588
"NLA12_IL-R01","NLA06608-0036",37.47735207,-88.32742822,12.02754764,5,1.782979574,113.39,5,5140203,71,71,"Region_5",129.2,3340,261,21,2855,8.5,23.4038461538462,6.20235294117647
"NLA12_IN-101","NLA06608-1835",41.57991404,-84.92317079,10.19051846,16.5,1.275587004,309.77,4,4100003,55,55,"Region_5",311,6150,614.5,27.5,4991,8.295,14.1962179487179,6.12562091503268
"NLA12_IN-102","NLA06608-2283",41.28698824,-85.78290582,194.0341611,11.6,7.859003832,255.79,5,5120106,56,56,"Region_5",388,5250,578,37,10536,8.57,21.051282051282,6.10450980392157
"NLA12_IN-103","NLA06608-0219",41.39844133,-85.36782919,47.00753436,9.1,3.535511239,284.71,4,4050001,55,55,"Region_5",409,9850,1304,65,7257,8.23,17.6628205128205,6.10450980392157
"NLA12_IN-104","NLA06608-2916",38.21375521,-87.11795032,10.91514258,7,1.973624127,179.9,5,5140201,72,72,"Region_5",176.9,4240,621,40,10389,8.42,22.4694871794872,6.22294117647059
"NLA12_IN-105","NLA06608-1195",41.41470487,-86.47339356,129.1172696,7.9,8.541157025,222.37,7,7120001,54,54,"Region_5",371,7110,890,40,5884,8.57,22.5658974358974,6.11915032679739
"NLA12_IN-106","NLA06608-1755",41.22553211,-85.65005694,22.58998354,14.6,2.483231071,262.61,5,5120106,56,56,"Region_5",355,5760,614,29,3194,8.59,16.4974358974359,6.10450980392157
"NLA12_IN-108","NLA06608-3147",41.07631805,-86.46293011,96.81697062,9,5.63503891,218.5,5,5120106,56,56,"Region_5",358,8680,1051,58,16357,8.54,21.7844871794872,6.11915032679739
"NLA12_IN-110","NLA06608-0235",41.3210911,-85.75191291,322.0065588,36,13.63739145,250.67,5,5120106,56,56,"Region_5",394,6640,630,21,4377,8.47,13.8397435897436,6.10450980392157
"NLA12_IN-111","NLA06608-1199",39.60815568,-84.97150743,72.7512337,8.8,6.371989759,254.76,5,5080003,55,55,"Region_5",311,3910,1359,46,3545,9.33,19.984358974359,5.96529411764706
"NLA12_IN-112","NLA06608-1684",39.72076713,-86.72022287,124.1815738,10.7,14.01959658,255.24,5,5120203,55,55,"Region_5",293,4080,765,59,3576,8.61,23.1384615384615,6.10385620915033
"NLA12_IN-113","NLA06608-1579",41.69099262,-85.02355495,407.1980919,25.6,18.03547764,296.1,4,4050001,56,56,"Region_5",497,5630,558,16,5099,8.47,14.3358974358974,6.10450980392157
"NLA12_IN-115","NLA06608-0212",39.02600151,-86.47054783,2761.795165,5.5,91.18767142,172.67,5,5120208,71,71,"Region_5",127.5,3380,376,27,5480,7.94,25.1653846153846,6.10385620915033
"NLA12_IN-116","NLA06608-1172",39.27760527,-86.21213767,6.315541703,8,1.308222857,249.35,5,5120202,71,71,"Region_5",187.6,4270,556,16,2989,8.24,20.6410256410256,6.10385620915033
"NLA12_IN-117","NLA06608-0660",39.71553494,-86.21183124,18.96019997,7.3,1.854492563,211.85,5,5120201,55,55,"Region_5",805,3520,1234,9,475,8.48,24.6615384615385,6.10385620915033
"NLA12_IN-120","",41.35308847,-85.44887465,11.72737003,6.5,1.762871268,268.38,4,4050001,56,56,"Region_5",505,5910,733,44,7475,8.31,21.2591666666667,6.10450980392157
"NLA12_IN-126","",39.03667912,-85.68019805,6.354854858,3.4,1.456222026,205.58,5,5120207,55,55,"Region_5",269,5010,853,84,15586,8.72,24.1907692307692,6.04418300653595
"NLA12_IN-127","",39.25666178,-86.37285788,592.288877,6.4,24.00982894,191.88,5,5120202,71,71,"Region_5",202,4730,840,53,12112,8.57,27.7916666666667,6.10385620915033
"NLA12_IN-128","",41.28458229,-85.69379508,49.05708786,8.15,3.209999592,253.16,5,5120106,56,56,"Region_5",412.5,6205,598.5,41,15827,8.375,22.2703205128205,6.10450980392157
"NLA12_IN-130","",38.12291459,-86.64595821,55.32295042,7.3,5.31821733,139.07,5,5140201,71,71,"Region_5",163.2,3790,428,19,2724,8.52,24.125641025641,6.1224183006536
"NLA12_IN-131","",39.45359873,-87.19347607,13.33233781,13,3.184886324,216.39,5,5120111,72,72,"Region_5",2160,2910,305,8,1317,8.11,19.6307692307692,6.18300653594771
"NLA12_IN-134","",41.4463142,-87.16882512,4.321379985,10.4,0.798885887,233.11,4,4040001,54,54,"Region_5",199.5,11730,1190,38,1955,7.84,16.9197435897436,6.07941176470588
"NLA12_IN-135","",38.30624409,-87.31604402,5.110705271,8.5,1.721055358,132.96,5,5120209,72,72,"Region_5",2760,2570,298,31,11358,8.06,18.4269230769231,6.22294117647059
"NLA12_IN-142","",38.6607598,-85.75451022,17.88193818,1.4,2.657244285,168.49,5,5120207,55,55,"Region_5",245,8720,1524,125,4361,8.24,25.9889743589744,6.02313725490196
"NLA12_IN-144","",41.27216801,-85.53933209,79.76723127,28,6.787075945,272.66,5,5120106,56,56,"Region_5",367,9290,836,31,1416,8.58,11.6035416666667,6.10450980392157
"NLA12_IN-145","",41.71697825,-85.65916761,9.506814738,2.7,1.336289067,260.87,4,4050001,56,56,"Region_5",468,7510,1416,107,29632,8.45,21.7320512820513,6.10450980392157
"NLA12_IN-146","",39.18592631,-86.34303669,47.0709968,7.9,5.276493514,180.28,5,5120208,71,71,"Region_5",144.2,3810,285,24,9531,7.96,20.975641025641,6.10385620915033
"NLA12_IN-147","",40.15369416,-85.64595131,1.956428257,1,0.524480907,264.21,5,5120201,55,55,"Region_5",474,5620,2256,411,10150,8.55,27.0567948717949,6.14424836601307
"NLA12_IN-149","NLA06608-4354",41.48115412,-85.34084746,254.7476961,6.4,19.9698084,279.06,4,4050001,56,56,"Region_5",473,6610,758,51,10279,8.43,23.973717948718,6.10450980392157
"NLA12_IN-155","",39.05599546,-87.14618915,3.583425647,9.4,1.050495318,162.06,5,5120202,72,72,"Region_5",581,3100,389,13,2443,8.33,18.8511538461538,6.18300653594771
"NLA12_IN-159","",39.77712835,-86.53665008,5.286846482,4.6,1.28070547,277.56,5,5120201,55,55,"Region_5",304,6830,1308,148,5329,8.55,22.7051282051282,6.10385620915033
"NLA12_IN-160","",41.32176444,-85.76856768,12.12058285,6.4,1.320546445,253.16,5,5120106,56,56,"Region_5",374,8050,803,17,2507,8.33,24.7708333333333,6.10450980392157
"NLA12_IN-162","",39.08573146,-86.05904543,5.574681425,3.8,1.1366989,192.96,5,5120206,55,55,"Region_5",67.8,6810,529,39,3746,7.18,21.5916666666667,6.10385620915033
"NLA12_IN-163","",39.83839159,-86.30451512,473.5328678,9.1,29.25422688,240.67,5,5120201,55,55,"Region_5",500,3980,998,76,2668,8.14,21.4294871794872,6.10385620915033
"NLA12_IN-164","",41.13163711,-86.26617418,4.458459741,8.4,0.867701398,245.85,5,5120106,56,56,"Region_5",219,7750,650,18,2824,8.09,18.0920512820513,6.11915032679739
"NLA12_IN-166","",40.9751033,-87.51101929,325.0384875,2,14.45000168,200.68,7,7120002,54,54,"Region_5",254,12690,1280,112,11939,8.37,28.0923076923077,6.07339869281046
"NLA12_IN-171","",39.26151083,-86.11289562,9.520704013,5.8,1.687834435,217.18,5,5120208,71,71,"Region_5",53.2,4900,340,33,11000,7.16,18.2192307692308,6.10385620915033
"NLA12_IN-172","",41.38935735,-85.83056287,73.51380345,14.6,4.459647505,252.87,4,4050001,56,56,"Region_5",493,4390,1116,11,3479,8.51,18.7846153846154,6.10450980392157
"NLA12_IN-174","",38.00054365,-87.34409037,38.22779306,11.8,11.3942367,118.43,5,5140201,72,72,"Region_5",925,3390,468,17,5207,8.21,19.5708974358974,6.22294117647059
"NLA12_IN-179","",39.76766233,-85.75665952,5.289581836,3.1,1.07850374,257.48,5,5120204,55,55,"Region_5",943,4820,6600,962,13734,8.47,23.6884615384615,6.04418300653595
"NLA12_IN-180","",37.9689899,-87.76969281,6.12960706,6.4,1.273340002,129.57,5,5120113,72,72,"Region_5",169.9,4560,618,49,5623,8.14,24.6841025641026,-0.33921568627451
"NLA12_IN-183","",38.73981144,-86.99601089,10.44501869,1.1,1.538782828,149.98,5,5120202,72,72,"Region_5",350,10070,1545,416,733,7.83,25.1764102564103,6.1224183006536
"NLA12_IN-185","",41.32762286,-85.45633739,16.74849991,5.5,2.127232864,268.99,4,4050001,56,56,"Region_5",562,5330,771,64,10782,8.49,21.2589743589744,6.10450980392157
"NLA12_IN-186","",41.72566548,-85.4639434,45.24791312,14.6,2.670447068,256.81,4,4050001,56,56,"Region_5",367,4290,484,15,5022,8.46,15.55,6.10450980392157
"NLA12_IN-187","",41.74894691,-84.84254259,10.83780673,6.7,1.388566064,315.89,4,4100003,55,55,"Region_5",332,6440,285,11,7119,8.19,21.6079487179487,6.12562091503268
"NLA12_IN-191","",38.93722484,-85.19511755,4.034012448,2.3,1.072668276,278.42,5,5090203,55,55,"Region_5",263,12050,1943,147,5243,8.41,24.2269230769231,6.02313725490196
"NLA12_IN-193","",39.89200512,-86.11552511,15.29819602,8.2,2.431028074,218.12,5,5120201,55,55,"Region_5",549,2880,350,9,1806,8.48,24.8512820512821,6.10385620915033
"NLA12_IN-196","",41.42672638,-85.73792608,165.3987289,10,5.643792712,259.26,4,4050001,56,56,"Region_5",323,5660,593,17,3927,8.54,21.0180769230769,6.10450980392157
"NLA12_IN-199","",41.63635595,-85.16723461,46.7765862,8.5,3.728348606,284.85,4,4050001,56,56,"Region_5",431,4510,536,31,7958,8.3,19.1115384615385,6.10450980392157
"NLA12_IN-201","",39.17053772,-87.291179,1.586054545,8.2,0.717720375,150.21,5,5120111,72,72,"Region_5",424,6680,2590,63,9009,7.68,16.6423076923077,6.18300653594771
"NLA12_IN-202","",38.4641338,-85.80769688,1.903495759,2.4,0.649298567,163.73,5,5140101,55,55,"Region_5",207,6490,955,50,7151,7.9,18.0911538461538,6.02313725490196
"NLA12_KS-101","NLA06608-0588",39.33209745,-97.37485967,10.23476444,1.6,1.506682015,415.33,10,10250017,27,27,"Region_7",177.45,7360,2350.5,810.5,13390,8.015,26.375641025641,6.39366013071895
"NLA12_KS-102","NLA06608-1824",37.39088653,-99.78483802,127.3005653,6,9.831905268,685.82,11,11040008,26,26,"Region_7",615,7620,885,53,3110,8.45,22.9717948717949,6.68673202614379
"NLA12_KS-103","NLA06608-1292",39.0001536,-95.77964833,101.946167,5.4,7.168895855,350.58,10,10270102,40,40,"Region_7",427,4220,504,28,3436,8.61,23.225641025641,6.2721568627451
