SITEID_07,LAT_DD,LON_DD,LakeArea,LakeDepth,LakePerim,LakeEleva,HUC2,HUC8,ECO3,ECO3_NAM,EPA_REG,Cond,DOC,NTL,PTL,Silica,pH,Temp,Sol,NUT_REG,NUTREG_NAME,ECO_NUTA,ECO3_X_ORIGIN,STATE,CNTYNAME,LAKE_ORIGIN,DATE
NLA06608-2513,47.132856,-122.5619208,441.4867637,28.9,17.47030509,72.65,17,17110019,2,Puget Lowland,Region_10,115.7,3150,259,5,1096,8.12,14.35,5.122614379,II,Western Forested Mountains,II,WMTNS NATURAL,WA,PIERCE,NATURAL,8/21/2007
NLA06608-2523,41.346887,-85.42886396,25.94650237,6.5,3.367300862,270.04,4,4050001,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,506.3,10020,1259,56,53,8.58,23.1375,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,NOBLE,NATURAL,7/31/2007
NLA06608-2524,31.95537,-91.220466,1115.177547,10,39.97380771,18.58,8,8050003,73,Mississippi Alluvial Plain,Region_6,151.9,4430,580,33,2424,8,26.491818,5.480784314,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW NATURAL,LA,TENSAS,NATURAL,9/14/2007
NLA06608-2565,28.323201,-81.22725223,63.83628941,3.5,3.142083677,18.58,3,3090101,75,Southern Coastal Plain,Region_4,156.7,4550,410,19,873,6.56,31.4,5.46496732,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,OSCEOLA,NATURAL,8/22/2007
NLA06608-2566,41.37986,-71.79479768,69.25804548,0.5,3.199490894,10.73,1,1090005,59,Northeastern Coastal Zone,Region_1,261,10510,376,9,914,7.79,27.265,5.704509804,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,RI,WASHINGTON,NATURAL,7/12/2007
NLA06608-2593,28.092104,-81.70713268,289.813335,4,7.515921936,38.73,3,3100101,75,Southern Coastal Plain,Region_4,248.6,14230,1337,41,2774,8.56,29.34,5.46496732,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,POLK,NATURAL,7/26/2007
NLA06608-2629,28.842182,-81.27307172,3565.564896,2.3,34.09077373,0.3,3,3080101,75,Southern Coastal Plain,Region_4,1924,11720,1188,66,6694,8.21,30.64,5.46496732,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,VOLUSIA,NATURAL,7/10/2007
NLA06608-2634,44.941167,-109.5249202,15.17670303,3.5,2.228599831,2911,10,10070006,17,Middle Rockies,Region_8,13.38,2420,278,16,1717,6.78,16.26,5.941764706,II,Western Forested Mountains,II,WMTNS NATURAL,WY,PARK,NATURAL,7/30/2007
NLA06608-2640,40.361701,-100.7051997,644.459313,12.2,45.64532018,787.34,10,10250007,27,Central Great Plains,Region_7,371.4,5730,1113,48,10342,8.64,25.263636,6.267058824,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,NE,FRONTIER,MAN-MADE,8/9/2007
NLA06608-2644,39.07938,-85.24189644,79.48451611,6.1,11.68529948,278.59,5,5090203,55,Eastern Corn Belt Plains,Region_5,453.5,5840,1240,121,3570,8.16,24.971429,5.736797386,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,IN,RIPLEY,MAN-MADE,8/20/2007
NLA06608-2655,40.724962,-109.1845335,43.28532909,3,4.283173476,2184,14,14040106,20,Colorado Plateaus,Region_8,174.6,16590,2286,102,5560,9.46,18.175,6.062222222,III,Xeric West,III,WMTNS MAN-MADE,UT,UINTAH,MAN-MADE,8/29/2007
NLA06608-2657,28.166637,-81.83272347,30.03507929,1.2,2.76667024,42.88,3,3100208,75,Southern Coastal Plain,Region_4,217.2,5130,488,6,377,7.3,30.2,5.46496732,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,POLK,NATURAL,9/13/2007
NLA06608-2663,29.205657,-95.35917721,30.01367711,1.3,2.687945037,6.1,12,12040205,34,Western Gulf Coastal Plain,Region_6,449.8,6260,561,13,906,8.35,30.8,5.153333333,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW MAN-MADE,TX,BRAZORIA,MAN-MADE,7/10/2007
NLA06608-2673,44.306582,-118.6850367,12.72532084,6,1.751292625,1915.02,17,17070201,11,Blue Mountains,Region_10,45.23,2310,423,72,9990,7.56,12.766667,6.634836601,II,Western Forested Mountains,II,WMTNS NATURAL,OR,GRANT,NATURAL,9/18/2007
NLA06608-2685,40.683637,-110.9547924,26.35005455,12.7,2.125015839,2992.89,16,16020203,19,Wasatch and Uinta Mountains,Region_8,16.61,4290,169,7,1715,6.72,10.346154,6.839150327,II,Western Forested Mountains,II,WMTNS MAN-MADE,UT,SUMMIT,MAN-MADE,9/14/2007
NLA06608-2696,32.836663,-96.71956089,427.1517693,4.6,18.29744509,139.59,12,12030105,32,Texas Blackland Prairies,Region_6,343.7,3430,733,75,6021,8.29,28.954,5.343071895,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,TX,DALLAS,MAN-MADE,7/26/2007
NLA06608-2704,35.884484,-100.1852787,22.66604723,2.9,1.85353901,690.11,11,11090106,26,Southwestern Tablelands,Region_6,687.3,10950,1672,105,28582,7.93,21.806667,6.281045752,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,TX,HEMPHILL,MAN-MADE,9/11/2007
NLA06608-2708,39.542176,-86.49533079,10.88328185,6.4,2.163380357,229.37,5,5120201,71,Interior Plateau,Region_5,201.4,3860,388,12,6878,8.59,24.157143,5.795686275,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,IN,MORGAN,MAN-MADE,8/8/2007
NLA06608-2714,43.827802,-104.1093535,30.29946393,7.7,2.762673258,1333,10,10120107,17,Middle Rockies,Region_8,923,73710,216,8,15120,7.25,23.5,6.285163399,II,Western Forested Mountains,II,WMTNS MAN-MADE,WY,WESTON,MAN-MADE,8/11/2007
NLA06608-2715,41.990756,-103.61424,296.7030372,3,9.674908319,1274.69,10,10180009,25,High Plains,Region_7,572.7,5130,369,36,7159,8.48,24.9,6.098496732,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,NE,SCOTTS BLUFF,MAN-MADE,8/17/2007
NLA06608-2726,43.713787,-121.7665432,40.86697904,15.2,2.309861209,1321.96,17,17070301,9,Eastern Cascades Slopes and Foothills,Region_10,152.3,2450,191,5,795,8.24,18.113333,6.514509804,II,Western Forested Mountains,II,WMTNS NATURAL,OR,DESCHUTES,NATURAL,9/12/2007
NLA06608-2740,41.294199,-98.90220683,1117.854691,11.2,76.75741229,657.71,10,10210003,27,Central Great Plains,Region_7,205.8,2250,359,121,51976,8.5,26.283333,5.771764706,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,NE,SHERMAN,MAN-MADE,8/14/2007
NLA06608-2753,47.570687,-117.6889884,49.64517909,15.5,3.906758776,731.19,17,17010307,10,Columbia Plateau,Region_10,1514,19010,1496,16,1972,9.15,15.7375,5.964640523,III,Xeric West,III,WMTNS NATURAL,WA,SPOKANE,NATURAL,8/30/2007
NLA06608-2759,30.755928,-98.68391282,20.87527421,1.8,3.273441187,300.97,12,12090204,30,Edwards Plateau,Region_6,382.4,2360,206,9,14592,7.51,29.55,5.362156863,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,TX,LLANO,MAN-MADE,8/30/2007
NLA06608-2776,33.495845,-96.95936703,11.96904565,4.3,1.812737448,199.79,12,12030103,29,Cross Timbers,Region_6,208.6,6090,1144,36,5659,7.72,21.92,5.340588235,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,TX,COOKE,MAN-MADE,10/16/2007
NLA06608-2779,41.279765,-85.70517583,119.5818466,13.1,6.221162447,254.89,5,5120106,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,476.3,7700,713,21,3925,8.45,16.421429,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,KOSCIUSKO,NATURAL,7/18/2007
NLA06608-2797,37.908694,-114.264347,23.50017177,4,3.751115615,1604,15,15010013,13,Central Basin and Range,Region_9,646.2,6330,664,24,49690,8.69,19.7,6.82124183,III,Xeric West,III,WMTNS MAN-MADE,NV,LINCOLN,MAN-MADE,6/28/2007
NLA06608-2800,47.67808,-112.4771506,617.4970922,8.8,23.28450537,1332,10,10030104,42,Northwestern Glaciated Plains,Region_8,380.3,2740,235,11,6892,8.17,11.4,5.893071895,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,MT,TETON,MAN-MADE,9/25/2007
NLA06608-2801,42.085663,-112.689224,50.19379983,2.7,6.513127596,1401,16,16020309,13,Central Basin and Range,Region_10,808.5,1470,339,36,16097,8.45,23.5,6.794705882,III,Xeric West,III,WMTNS MAN-MADE,ID,ONEIDA,MAN-MADE,8/1/2007
NLA06608-2807,31.906692,-97.41861663,5764.756134,21.5,166.292342,159.15,12,12060202,29,Cross Timbers,Region_6,1380,5690,660,32,11115,8.54,29.058333,5.38130719,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,TX,HILL,MAN-MADE,8/13/2007
NLA06608-2823,31.293451,-92.74143447,652.3208452,6.5,36.58472765,30.12,11,11140207,35,South Central Plains,Region_6,52.1,5750,751,31,13151,6.96,29.014286,5.349934641,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,LA,RAPIDES,MAN-MADE,9/5/2007
NLA06608-2824,41.764617,-98.66083463,50.5622725,4.9,4.773219986,610.76,10,10210010,44,Nebraska Sand Hills,Region_7,144.1,2240,794,208,41477,8.78,24.183333,5.771764706,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,NE,WHEELER,MAN-MADE,8/13/2007
NLA06608-2831,34.147493,-85.7918613,11384.34074,13.5,509.0235001,171.92,3,3150105,67,Ridge and Valley,Region_4,205.1,3130,738,107,6432,8.29,28.084615,5.729215686,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,AL,CHEROKEE,MAN-MADE,8/1/2007
NLA06608-2833,47.918804,-120.164879,76.65251592,18.5,4.397976296,375.52,17,17020009,10,Columbia Plateau,Region_10,454.3,6620,640,16,2631,8.65,15.678947,5.167973856,III,Xeric West,III,WMTNS MAN-MADE,WA,CHELAN,MAN-MADE,8/15/2007
NLA06608-2874,46.930835,-111.9632243,1485.759315,35.1,60.58810244,1091,10,10030101,42,Northwestern Glaciated Plains,Region_8,442.8,3120,487,76,24371,8.23,12.739286,6.004901961,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,MT,LEWIS AND CLARK,MAN-MADE,9/26/2007
NLA06608-2881,48.455093,-114.388,1335.841549,49.7,26.06315998,913,17,17010210,15,Northern Rockies,Region_8,171.3,1520,50,1,6896,6.94,9.748571,5.691960784,II,Western Forested Mountains,II,WMTNS NATURAL,MT,FLATHEAD,NATURAL,9/21/2007
NLA06608-2889,38.703598,-118.7179736,14378.42575,24,55.39909645,1207.07,16,16050304,13,Central Basin and Range,Region_9,19040,44650,1476,577,693,9.4,22.966667,6.788888889,III,Xeric West,III,WMTNS MAN-MADE,NV,MINERAL,MAN-MADE,7/18/2007
NLA06608-2891,41.232249,-85.98525778,25.32907749,11.9,2.274084648,241.29,5,5120106,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,439.5,8380,790,8,3811,8.61,15.753846,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,KOSCIUSKO,NATURAL,7/16/2007
NLA06608-2916,38.212955,-87.11602237,10.91519075,4.6,1.973631123,179.9,5,5140201,72,Interior River Valleys and Hills,Region_5,186.5,3920,324,15,4387,8.33,29.44,5.851437908,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,IN,WARRICK,MAN-MADE,8/6/2007
NLA06608-2924,32.237062,-101.3181565,56.75508288,10,5.998923679,711.05,12,12080007,26,Southwestern Tablelands,Region_6,2795,5740,693,13,6793,8.31,26.690909,6.080130719,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,TX,HOWARD,MAN-MADE,8/1/2007
NLA06608-2954,44.023613,-111.6037333,19.14831492,2.4,3.118321311,1536.82,17,17040203,12,Snake River Plain,Region_10,124.3,8580,7684,876,13184,8.94,21.7,6.178235294,III,Xeric West,III,WMTNS NATURAL,ID,FREMONT,NATURAL,7/26/2007
NLA06608-2955,33.556809,-86.14384613,10360.72355,9.5,688.1584853,141.76,3,3150106,67,Ridge and Valley,Region_4,207.9,2900,513,58,3202,8.65,28.32,5.76751634,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,AL,ETOWAH,MAN-MADE,6/28/2007
NLA06608-2972,42.453257,-100.649942,54.12101543,1.7,4.637202284,903.39,10,10210006,44,Nebraska Sand Hills,Region_7,191.4,15930,5350,347,24903,9.06,25.475,6.035490196,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,NE,CHERRY,NATURAL,8/19/2007
NLA06608-2987,41.678632,-86.36950208,30.92769369,2.3,6.878255825,218.76,7,7120001,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,509.6,11280,1336,29,12580,8.4,27.166667,5.878562092,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,ST JOSEPH,NATURAL,8/1/2007
NLA06608-2996,33.98048,-98.7099336,83.93357214,5.2,5.915633098,314.95,11,11130206,27,Central Great Plains,Region_6,294,8820,1440,130,3258,7.91,20.583333,5.579281046,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,TX,WICHITA,MAN-MADE,10/18/2007
NLA06608-3032,33.841567,-97.25082795,4.279639086,3.6,0.848543616,268.28,11,11130201,29,Cross Timbers,Region_6,205.8,8210,1543,94,6919,7.6,20.12,5.505620915,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,TX,COOKE,MAN-MADE,10/17/2007
NLA06608-3035,41.550997,-85.2868168,26.27209562,16,2.071810231,295.6,4,4050001,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,343.5,8190,738,7,2148,8.63,13.847059,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,LAGRANGE,NATURAL,7/25/2007
NLA06608-3083,30.853677,-95.34226168,33757.39161,20,649.0819213,39.91,12,12030202,33,East Central Texas Plains,Region_6,319.5,6770,685,96,8610,8.59,28.22381,5.217320261,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,TX,HOUSTON,MAN-MADE,8/6/2007
NLA06608-3096,32.1166,-96.14918065,15.47302677,7.5,2.458399502,95.14,12,12030105,33,East Central Texas Plains,Region_6,131.9,7610,559,17,1293,7.93,23.4,5.343071895,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,TX,NAVARRO,MAN-MADE,9/25/2007
NLA06608-3121,44.964527,-116.4623588,211.4297955,3.6,7.466152833,1453,17,17050124,11,Blue Mountains,Region_10,61.49,3390,455,46,17554,8.41,20.975,6.378431373,II,Western Forested Mountains,II,WMTNS MAN-MADE,ID,ADAMS,MAN-MADE,8/7/2007
NLA06608-3147,41.077102,-86.46356279,96.8169697,9.1,5.635049145,218.5,5,5120106,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,365,8970,999,46,9963,8.46,21.14,5.878562092,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,FULTON,NATURAL,8/21/2007
NLA06608-3153,48.660289,-122.81678,73.88577303,37,6.280690261,280.68,17,17110003,2,Puget Lowland,Region_10,104.9,2020,116,1,2529,7.75,10.793333,4.470915033,II,Western Forested Mountains,II,WMTNS NATURAL,WA,SAN JUAN,NATURAL,9/25/2007
NLA06608-3157,43.549425,-115.7987142,2331.871858,28.1,148.4203858,980.2,17,17050112,16,Idaho Batholith,Region_10,64.77,1160,70,8,10962,7.51,17.872,6.594379085,II,Western Forested Mountains,II,WMTNS MAN-MADE,ID,ELMORE,MAN-MADE,7/11/2007
NLA06608-3160,41.036917,-96.83981345,29.22338246,6.6,2.788928752,391.66,10,10200203,47,Western Corn Belt Plains,Region_7,241.7,9750,2655,237,10419,9.54,25.528571,5.703529412,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,NE,LANCASTER,MAN-MADE,8/15/2007
NLA06608-3169,26.936232,-80.86630109,167489.6101,2,310.4464585,4.52,3,3090101,76,Southern Florida Coastal Plain,Region_4,545.9,13260,1200,105,10886,8.7,29.45,5.572091503,XIII,Southern Florida Coastal Plain,CPL,PLNLOW NATURAL,FL,OKEECHOBEE,NATURAL,8/21/2007
NLA06608-3228,32.570246,-99.68261832,1008.006194,13.5,37.96897506,500.44,12,12060102,27,Central Great Plains,Region_6,463.6,5140,658,74,6063,7.91,25.064286,5.634901961,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,TX,JONES,MAN-MADE,10/9/2007
NLA06608-3265,48.05648,-117.40861,28.20648777,22,3.021919778,587.21,17,17010308,15,Northern Rockies,Region_10,259.4,4050,338,7,13028,8.6,10.386364,5.483594771,II,Western Forested Mountains,II,WMTNS NATURAL,WA,PEND OREILLE,NATURAL,9/5/2007
NLA06608-3303,29.246147,-98.37720987,516.5173718,16.5,19.31357351,153.31,12,12100301,32,Texas Blackland Prairies,Region_6,1754,10000,1535,81,1431,7.9,25.111765,5.097581699,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,TX,BEXAR,MAN-MADE,10/17/2007
NLA06608-3313,42.123193,-111.8362486,52.32194824,4,5.605562867,1480.67,16,16010202,13,Central Basin and Range,Region_10,245,2300,316,41,6500,8.46,22.76,6.876862745,III,Xeric West,III,WMTNS MAN-MADE,ID,FRANKLIN,MAN-MADE,8/16/2007
NLA06608-3320,34.901954,-94.76570179,1352.404792,8.4,89.05474813,144.01,11,11110105,37,Arkansas Valley,Region_6,90.9,6150,612,88,3019,7.34,NA,5.062222222,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,OK,LE FLORE,MAN-MADE,9/17/2007
NLA06608-3329,48.457411,-116.824496,70.50080769,2.7,3.805846331,760.5,17,17010215,15,Northern Rockies,Region_10,35.58,3140,374,10,9872,6.58,26.05,5.483594771,II,Western Forested Mountains,II,WMTNS NATURAL,ID,BONNER,NATURAL,7/19/2007
NLA06608-3480,34.629681,-97.08993955,14.90959472,2,2.752036393,287.08,11,11130303,29,Cross Timbers,Region_6,260.2,10470,1612,88,10646,8.44,31.15,5.475163399,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,MURRAY,MAN-MADE,8/14/2007
NLA06608-3484,42.626951,-100.6121255,363.5047313,1.9,9.042608892,873.52,10,10150004,44,Nebraska Sand Hills,Region_7,847.7,38160,4319,180,17174,9.25,25.475,6.035490196,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,NE,CHERRY,NATURAL,8/20/2007
NLA06608-3608,41.975362,-97.23610354,25.78544701,5.3,3.609844613,462.7,10,10220003,47,Western Corn Belt Plains,Region_7,544.1,13070,1821,191,3442,8.85,26.666667,5.686143791,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,NE,STANTON,MAN-MADE,8/16/2007
NLA06608-3616,36.05808,-99.92247803,54.57629084,7.1,5.31631205,680.61,11,11090201,26,Southwestern Tablelands,Region_6,772.1,5010,455,15,30402,8.42,26.86,6.037777778,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,OK,ELLIS,MAN-MADE,7/30/2007
NLA06608-3644,41.787629,-102.5219427,24.93605463,1.4,2.162725905,1165.87,10,10180009,44,Nebraska Sand Hills,Region_7,922.3,34260,2063,58,22413,8.75,26.3,6.210457516,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,NE,GARDEN,NATURAL,8/15/2007
NLA06608-3656,42.416466,-99.29106061,38.23533786,1.2,3.815592991,708.67,10,10220001,44,Nebraska Sand Hills,Region_7,425.6,24910,5813,471,43637,7.38,23.666667,5.965947712,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,NE,ROCK,NATURAL,8/22/2007
NLA06608-3660,40.156687,-96.77970247,28.76308807,2.7,5.96331254,403.99,10,10270202,27,Central Great Plains,Region_7,135.2,7270,2263,1329,15593,8.06,26.6,5.776143791,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,NE,GAGE,MAN-MADE,8/23/2007
NLA06608-3698,41.890974,-71.68494167,93.75243794,2.6,9.556303614,128.76,1,1090003,59,Northeastern Coastal Zone,Region_1,92.81,4790,300,6,375,6.92,25.733333,5.704509804,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,RI,PROVIDENCE,MAN-MADE,7/19/2007
NLA06608-3846,41.394105,-71.66573009,38.00372534,8.3,4.055064608,16.52,1,1090005,59,Northeastern Coastal Zone,Region_1,45.2,4150,110,3,2482,6.83,18.756471,5.704509804,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,RI,WASHINGTON,NATURAL,7/12/2007
NLA06608-3890,41.580077,-71.79802709,164.923243,19,9.031936875,89.94,1,1100001,59,Northeastern Coastal Zone,Region_1,51.33,2780,98,1,2680,6.31,17.810909,5.704509804,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,RI,WASHINGTON,NATURAL,7/11/2007
NLA06608-3911,30.537139,-92.4431037,36.97051149,3.3,3.436487358,12.19,8,8080201,34,Western Gulf Coastal Plain,Region_6,150.8,5880,643,43,9517,7.53,27.842857,5.293202614,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW MAN-MADE,LA,EVANGELINE,MAN-MADE,9/17/2007
NLA06608-4056,36.143058,-98.62856545,3254.786468,7.5,57.0480206,492.49,11,11100301,27,Central Great Plains,Region_6,1320,6550,651,75,13194,8.5,25.153333,5.786732026,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,DEWEY,MAN-MADE,7/5/2007
NLA06608-4064,36.848624,-102.875142,63.57873824,3.3,4.611048554,1310.41,11,11040002,26,Southwestern Tablelands,Region_6,857.1,7050,770,47,456,8.33,25.8775,6.885686275,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,OK,CIMARRON,MAN-MADE,7/31/2007
NLA06608-4206,35.921276,-97.41304704,11.35188495,5.3,1.58843641,275.37,11,11050002,27,Central Great Plains,Region_6,8300,6730,1627,61,9471,8.11,24.52375,5.446862745,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,LOGAN,MAN-MADE,9/19/2007
NLA06608-4252,43.496235,-72.91848548,26.21847542,22,2.454326005,451.66,2,2010002,58,Northeastern Highlands,Region_1,73.17,2690,188,1,827,7.86,9.982609,5.402875817,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,VT,RUTLAND,NATURAL,8/23/2007
NLA06608-4320,36.74859,-96.85512233,6564.375353,15.5,187.3657213,308.58,11,11060001,27,Central Great Plains,Region_6,640.7,4340,1871,177,6042,7.73,27.298235,5.393529412,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,KAY,MAN-MADE,9/5/2007
NLA06608-4382,34.729034,-97.77308405,14.49210426,4.9,3.049535498,354.89,11,11130303,27,Central Great Plains,Region_6,302.4,5720,571,35,6781,7.86,24.995714,5.475163399,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,GRADY,MAN-MADE,9/10/2007
NLA06608-4413,41.920285,-71.76906052,82.1345025,2.5,7.215776068,172.77,1,1100001,59,Northeastern Coastal Zone,Region_1,90.21,3630,251,8,90,6.37,25.9,5.704509804,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,RI,PROVIDENCE,MAN-MADE,7/18/2007
NLA06608-4414,34.88623,-95.16322141,35.89026521,3.3,3.691703532,185.13,11,11110105,37,Arkansas Valley,Region_6,94.85,4310,480,38,10871,7.44,28.7925,5.187189542,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,OK,LATIMER,MAN-MADE,8/29/2007
NLA06608-4440,36.735916,-97.03497789,185.1287613,9.6,14.13141775,300.36,11,11060001,27,Central Great Plains,Region_6,262.4,5330,803,38,8923,8.37,23.897273,5.463529412,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,KAY,MAN-MADE,9/4/2007
NLA06608-4472,35.497742,-97.67930222,637.1497626,3,11.3834759,378.73,11,11100301,27,Central Great Plains,Region_6,658.3,4690,816,282,1345,8.67,28.498333,5.446862745,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,CANADIAN,MAN-MADE,8/7/2007
NLA06608-4504,36.812281,-96.04132091,103.4514681,6,10.05281402,230.56,11,11070106,29,Cross Timbers,Region_6,141.9,7800,680,32,1141,7.42,23.614615,5.393529412,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,OSAGE,MAN-MADE,6/5/2007
NLA06608-4610,34.488584,-96.98139727,26.76322654,9.1,3.27684509,294.2,11,11130303,29,Cross Timbers,Region_6,358,5000,426,22,10792,8.37,20.991,5.303921569,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,MURRAY,MAN-MADE,7/24/2007
NLA06608-4643,36.514787,-96.19116581,449.4690118,8.8,40.64363142,217.06,11,11070107,29,Cross Timbers,Region_6,156.2,8100,557,19,5300,7.15,28.302727,5.393529412,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,OSAGE,MAN-MADE,8/21/2007
NLA06608-4650,32.7146,-92.44501566,5351.192082,4.3,176.9421657,24.29,8,8040206,35,South Central Plains,Region_6,79.2,11180,681,43,11271,7.21,27.768,5.462026144,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,LA,UNION,MAN-MADE,9/13/2007
NLA06608-4659,35.397067,-98.70752087,73.70449189,6,11.62206916,463.8,11,11130302,27,Central Great Plains,Region_6,949.9,3700,1247,90,9630,8.1,23.744286,5.650718954,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,WASHITA,MAN-MADE,9/19/2007
NLA06608-4686,31.373173,-92.74402455,1181.521706,4.8,56.01562639,30.36,11,11140207,35,South Central Plains,Region_6,79.17,6500,446,84,10190,6.85,30.021667,5.349934641,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,LA,RAPIDES,MAN-MADE,9/12/2007
NLA06608-4698,32.090458,-93.48976305,38.53072848,3,10.82433911,37.95,11,11140206,35,South Central Plains,Region_6,297.2,7040,1333,142,11222,7.81,26.744286,5.406666667,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW NATURAL,LA,RED RIVER,NATURAL,9/16/2007
NLA06608-4828,34.965901,-97.67551876,24.85531762,2.4,3.984932158,338.42,11,11130303,29,Cross Timbers,Region_6,366.8,5450,421,24,8742,8.32,28.065,5.475163399,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,GRADY,MAN-MADE,9/4/2007
NLA06608-4929,34.589383,-96.60527506,17.07743233,7,2.273238445,332.13,11,11140104,37,Arkansas Valley,Region_6,289.9,7510,954,121,10938,8.15,24.735556,5.303921569,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,OK,PONTOTOC,MAN-MADE,7/17/2007
NLA06608-4949,36.070018,-95.55881188,117.0039015,11.8,18.13278716,161.11,11,11070105,40,Central Irregular Plains,Region_6,229.2,3840,623,82,5310,7.84,29.042667,5.347124183,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,ROGERS,MAN-MADE,8/29/2007
